STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,ALFENTANIL,9737,5.0,1.05
ALABAMA,HOSPITALS,AMOBARBITAL (SCHEDULE 2),2125,1.0,25.97
ALABAMA,HOSPITALS,AMPHETAMINE,1100,73.0,4629.97
ALABAMA,HOSPITALS,BUPRENORPHINE,9064,71.0,244.07
ALABAMA,HOSPITALS,BUTALBITAL,2165,13.0,90.0
ALABAMA,HOSPITALS,COCAINE,9041L,53.0,267.02
ALABAMA,HOSPITALS,CODEINE,9050,134.0,9617.27
ALABAMA,HOSPITALS,DIHYDROCODEINE,9120,14.0,46.67
ALABAMA,HOSPITALS,FENTANYL BASE,9801,137.0,502.73
ALABAMA,HOSPITALS,HYDROCODONE,9193,152.0,25715.13
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,118.0,3344.85
ALABAMA,HOSPITALS,LISDEXAMFETAMINE,1205,23.0,1650.48
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,124.0,34943.66
ALABAMA,HOSPITALS,METHADONE,9250B,117.0,10876.22
ALABAMA,HOSPITALS,METHYLPHENIDATE,1724,83.0,7005.7
ALABAMA,HOSPITALS,MORPHINE,9300,140.0,46836.05
ALABAMA,HOSPITALS,OPIUM POWDERED,9639,48.0,295.2
ALABAMA,HOSPITALS,OXYCODONE,9143,134.0,24485.55
ALABAMA,HOSPITALS,OXYMORPHONE,9652,12.0,31.85
ALABAMA,HOSPITALS,PENTOBARBITAL (SCHEDULE 2),2270,7.0,786.35
ALABAMA,HOSPITALS,REMIFENTANIL,9739,14.0,8.41
ALABAMA,HOSPITALS,SUFENTANIL BASE,9740,40.0,1.77
ALABAMA,HOSPITALS,TAPENTADOL,9780,27.0,1284.5
ALABAMA,MID-LEVEL PRACTITIONERS,DIHYDROCODEINE,9120,6.0,2.63
ALABAMA,MID-LEVEL PRACTITIONERS,HYDROCODONE,9193,5.0,0.51
ALABAMA,MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),2270,25.0,63901.15
ALABAMA,NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,9064,1.0,108.6
ALABAMA,NARCOTIC TREATMENT PROGRAMS,METHADONE,9250B,14.0,121516.76
ALABAMA,PHARMACIES,AMPHETAMINE,1100,1273.0,328351.81
ALABAMA,PHARMACIES,BUPRENORPHINE,9064,1169.0,42045.98
ALABAMA,PHARMACIES,BUTALBITAL,2165,937.0,43760.0
ALABAMA,PHARMACIES,COCAINE,9041L,2.0,2.29
ALABAMA,PHARMACIES,CODEINE,9050,1274.0,205696.62
ALABAMA,PHARMACIES,D-METHAMPHETAMINE,1105D,16.0,73.91
ALABAMA,PHARMACIES,DIHYDROCODEINE,9120,783.0,5310.57
ALABAMA,PHARMACIES,DL-METHAMPHETAMINE RACEMIC BASE,1105B,39.0,154.31
ALABAMA,PHARMACIES,FENTANYL BASE,9801,1254.0,7715.36
ALABAMA,PHARMACIES,HYDROCODONE,9193,1308.0,1325612.12
ALABAMA,PHARMACIES,HYDROMORPHONE,9150,1083.0,12574.29
ALABAMA,PHARMACIES,LEVORPHANOL,9220L,2.0,1.28
ALABAMA,PHARMACIES,LISDEXAMFETAMINE,1205,1242.0,188868.16
ALABAMA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,1140.0,60039.53
ALABAMA,PHARMACIES,METHADONE,9250B,1194.0,208903.93
ALABAMA,PHARMACIES,METHYLPHENIDATE,1724,1271.0,285745.75
ALABAMA,PHARMACIES,MORPHINE,9300,1262.0,345769.29
ALABAMA,PHARMACIES,NABILONE,7379,18.0,2.5
ALABAMA,PHARMACIES,OPIUM POWDERED,9639,75.0,98.64
ALABAMA,PHARMACIES,OXYCODONE,9143,1280.0,873843.71
ALABAMA,PHARMACIES,OXYMORPHONE,9652,819.0,29478.33
ALABAMA,PHARMACIES,PENTOBARBITAL (SCHEDULE 2),2270,5.0,111.19
ALABAMA,PHARMACIES,SECOBARBITAL (SCHEDULE 2),2315,5.0,100.71
ALABAMA,PHARMACIES,SUFENTANIL BASE,9740,1.0,0.01
ALABAMA,PHARMACIES,TAPENTADOL,9780,1133.0,209988.15
ALABAMA,PRACTITIONERS,ALFENTANIL,9737,2.0,0.13
ALABAMA,PRACTITIONERS,AMPHETAMINE,1100,1.0,44.35
ALABAMA,PRACTITIONERS,BUPRENORPHINE,9064,141.0,20.98
ALABAMA,PRACTITIONERS,BUTALBITAL,2165,5.0,115.0
ALABAMA,PRACTITIONERS,COCAINE,9041,1.0,0.0
ALABAMA,PRACTITIONERS,COCAINE,9041L,17.0,109.21
ALABAMA,PRACTITIONERS,CODEINE,9050,44.0,1829.48
ALABAMA,PRACTITIONERS,DIHYDROCODEINE,9120,396.0,253.29
ALABAMA,PRACTITIONERS,FENTANYL BASE,9801,159.0,71.94
ALABAMA,PRACTITIONERS,HYDROCODONE,9193,1085.0,7978.77
ALABAMA,PRACTITIONERS,HYDROMORPHONE,9150,81.0,309.34
ALABAMA,PRACTITIONERS,LISDEXAMFETAMINE,1205,1.0,2.55
ALABAMA,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,159.0,4482.56
ALABAMA,PRACTITIONERS,METHADONE,9250B,5.0,562.96
ALABAMA,PRACTITIONERS,METHYLPHENIDATE,1724,1.0,5.19
ALABAMA,PRACTITIONERS,MORPHINE,9300,156.0,2015.88
ALABAMA,PRACTITIONERS,NOROXYMORPHONE,9668,4.0,15.04
ALABAMA,PRACTITIONERS,OPIUM POWDERED,9639,2.0,3.6
ALABAMA,PRACTITIONERS,OXYCODONE,9143,45.0,4159.25
ALABAMA,PRACTITIONERS,OXYMORPHONE,9652,6.0,210.87
ALABAMA,PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),2270,71.0,57459.3
ALABAMA,PRACTITIONERS,REMIFENTANIL,9739,1.0,2.21
ALABAMA,PRACTITIONERS,SUFENTANIL BASE,9740,8.0,6.94
ALABAMA,PRACTITIONERS,TAPENTADOL,9780,4.0,613.25
ALABAMA,TEACHING INSTITUTIONS,BUPRENORPHINE,9064,2.0,0.15
ALABAMA,TEACHING INSTITUTIONS,HYDROCODONE,9193,1.0,0.29
ALABAMA,TEACHING INSTITUTIONS,HYDROMORPHONE,9150,1.0,0.35
ALABAMA,TEACHING INSTITUTIONS,MORPHINE,9300,1.0,0.68
ALASKA,HOSPITALS,ALFENTANIL,9737,3.0,2.51
ALASKA,HOSPITALS,AMPHETAMINE,1100,22.0,3580.6
ALASKA,HOSPITALS,BUPRENORPHINE,9064,15.0,289.69
ALASKA,HOSPITALS,BUTALBITAL,2165,1.0,5.0
ALASKA,HOSPITALS,COCAINE,9041L,15.0,88.71
ALASKA,HOSPITALS,CODEINE,9050,38.0,12794.34
ALASKA,HOSPITALS,DL-METHAMPHETAMINE RACEMIC BASE,1105B,1.0,0.8
ALASKA,HOSPITALS,FENTANYL BASE,9801,40.0,298.49
ALASKA,HOSPITALS,HYDROCODONE,9193,46.0,8813.02
ALASKA,HOSPITALS,HYDROMORPHONE,9150,29.0,691.92
ALASKA,HOSPITALS,LISDEXAMFETAMINE,1205,7.0,182.68
ALASKA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,32.0,1703.46
ALASKA,HOSPITALS,METHADONE,9250B,26.0,2754.3
ALASKA,HOSPITALS,METHYLPHENIDATE,1724,28.0,8695.08
ALASKA,HOSPITALS,MORPHINE,9300,39.0,17974.23
ALASKA,HOSPITALS,OPIUM POWDERED,9639,13.0,81.36
ALASKA,HOSPITALS,OXYCODONE,9143,38.0,16947.24
ALASKA,HOSPITALS,PENTOBARBITAL (SCHEDULE 2),2270,5.0,1309.32
ALASKA,HOSPITALS,REMIFENTANIL,9739,11.0,7.63
ALASKA,HOSPITALS,SUFENTANIL BASE,9740,6.0,0.01
ALASKA,HOSPITALS,TAPENTADOL,9780,4.0,147.5
ALASKA,MID-LEVEL PRACTITIONERS,AMPHETAMINE,1100,1.0,11.26
ALASKA,MID-LEVEL PRACTITIONERS,BUTALBITAL,2165,1.0,10.0
ALASKA,MID-LEVEL PRACTITIONERS,CODEINE,9050,5.0,110.95
ALASKA,MID-LEVEL PRACTITIONERS,FENTANYL BASE,9801,2.0,0.84
ALASKA,MID-LEVEL PRACTITIONERS,HYDROCODONE,9193,11.0,138.85
ALASKA,MID-LEVEL PRACTITIONERS,HYDROMORPHONE,9150,1.0,0.02
ALASKA,MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,3.0,47.93
ALASKA,MID-LEVEL PRACTITIONERS,METHADONE,9250B,1.0,33.99
ALASKA,MID-LEVEL PRACTITIONERS,METHYLPHENIDATE,1724,1.0,15.91
ALASKA,MID-LEVEL PRACTITIONERS,MORPHINE,9300,3.0,172.21
ALASKA,MID-LEVEL PRACTITIONERS,OXYCODONE,9143,2.0,165.4
ALASKA,MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),2270,4.0,2127.57
ALASKA,NARCOTIC TREATMENT PROGRAMS,METHADONE,9250B,2.0,6010.37
ALASKA,PHARMACIES,ALFENTANIL,9737,1.0,0.03
ALASKA,PHARMACIES,AMPHETAMINE,1100,98.0,16274.02
ALASKA,PHARMACIES,BUPRENORPHINE,9064,88.0,3790.03
ALASKA,PHARMACIES,BUTALBITAL,2165,72.0,3990.0
ALASKA,PHARMACIES,COCAINE,9041L,1.0,9.71
ALASKA,PHARMACIES,CODEINE,9050,101.0,26015.51
ALASKA,PHARMACIES,D-METHAMPHETAMINE,1105D,4.0,16.87
ALASKA,PHARMACIES,DL-METHAMPHETAMINE RACEMIC BASE,1105B,2.0,2.41
ALASKA,PHARMACIES,FENTANYL BASE,9801,100.0,1007.68
