BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
HOSPITALS,ALFENTANIL,1126.0,346.53
HOSPITALS,AMOBARBITAL (SCHEDULE 2),188.0,2285.71
HOSPITALS,AMPHETAMINE,3216.0,188881.31
HOSPITALS,BUPRENORPHINE,1694.0,12963.95
HOSPITALS,BUTALBITAL,1148.0,26480.0
HOSPITALS,COCAINE,4473.0,52308.219999999994
HOSPITALS,CODEINE,7969.0,1591496.6600000004
HOSPITALS,D-METHAMPHETAMINE,60.0,357.01
HOSPITALS,DIHYDROCODEINE,197.0,900.65
HOSPITALS,ECGONINE,1.0,0.03
HOSPITALS,ETHYLMORPHINE,1.0,0.01
HOSPITALS,FENTANYL BASE,8549.0,46095.65
HOSPITALS,HYDROCODONE,8595.0,1242764.4199999997
HOSPITALS,HYDROMORPHONE,6439.0,203220.86000000004
HOSPITALS,KETAMINE,4.0,173.4
HOSPITALS,LEVORPHANOL,104.0,160.48999999999998
HOSPITALS,MEPERIDINE (PETHIDINE),8104.0,1521695.9900000002
HOSPITALS,METHADONE,5697.0,584144.32
HOSPITALS,METHYLPHENIDATE,5409.0,557145.0699999998
HOSPITALS,MORPHINE,8905.0,2790522.18
HOSPITALS,NABILONE,7.0,0.34
HOSPITALS,NALOXONE,893.0,2532.0
HOSPITALS,OPIUM POWDERED,3627.0,23177.72
HOSPITALS,OXYCODONE,8030.0,2270465.42
HOSPITALS,OXYMORPHONE,141.0,430.2699999999999
HOSPITALS,PENTOBARBITAL (SCHEDULE 2),1094.0,520497.45
HOSPITALS,PHENCYCLIDINE (PCP),2.0,0.33
HOSPITALS,REMIFENTANIL,1195.0,545.5
HOSPITALS,SECOBARBITAL (SCHEDULE 2),62.0,768.7899999999997
HOSPITALS,SUFENTANIL BASE,258.0,16.560000000000002
MID-LEVEL PRACTITIONERS,AMPHETAMINE,1.0,6.38
MID-LEVEL PRACTITIONERS,BUPRENORPHINE,7.0,0.68
MID-LEVEL PRACTITIONERS,BUTALBITAL,2.0,15.0
