BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
HOSPITALS,ALFENTANIL,777.0,299.7
HOSPITALS,AMOBARBITAL (SCHEDULE 2),202.0,952.4099999999999
HOSPITALS,AMPHETAMINE,3923.0,528728.64
HOSPITALS,BARBITURIC ACID DERIVIATIVE OR SALT [PER 21C,168.0,2009.9
HOSPITALS,BUPRENORPHINE,4596.0,97615.91
HOSPITALS,BUTALBITAL,375.0,6085.0
HOSPITALS,COCAINE,3696.0,22874.79
HOSPITALS,CODEINE,7298.0,572528.2499999999
HOSPITALS,D-METHAMPHETAMINE,12.0,83.55
HOSPITALS,DIHYDROCODEINE,37.0,129.60999999999999
HOSPITALS,DL-METHAMPHETAMINE RACEMIC BASE,21.0,90.44
HOSPITALS,DRONABINOL IN AN ORAL SOLUTION IN FDA APPR,13.0,5.250000000000001
HOSPITALS,FENTANYL BASE,10114.0,36371.17
HOSPITALS,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,12.0,37597.82
HOSPITALS,HYDROCODONE,9293.0,1404591.6600000001
HOSPITALS,HYDROMORPHONE,8669.0,225982.08000000002
HOSPITALS,LEVORPHANOL,22.0,15.58
HOSPITALS,LISDEXAMFETAMINE,1877.0,127215.95
HOSPITALS,MEPERIDINE (PETHIDINE),7155.0,206659.15999999995
HOSPITALS,METHADONE,5536.0,261684.38
HOSPITALS,METHYLPHENIDATE (DL;D;L;ISOMERS),5376.0,606458.8000000002
HOSPITALS,MORPHINE,9625.0,1532432.26
HOSPITALS,NABILONE,3.0,0.7
HOSPITALS,NOROXYMORPHONE,7.0,19.2
HOSPITALS,OPIUM COMBINATION PRODUCT (C-III),152.0,98.54
HOSPITALS,OPIUM POWDERED,3625.0,21384.000000000004
HOSPITALS,OPIUM TINCTURE (LAUDANUM),2.0,4.72
HOSPITALS,OXYCODONE,8760.0,2304923.64
HOSPITALS,OXYMORPHONE,937.0,9957.36
HOSPITALS,PENTOBARBITAL (SCHEDULE 2),726.0,222038.75
HOSPITALS,REMIFENTANIL,2332.0,1608.89
HOSPITALS,SECOBARBITAL (SCHEDULE 2),9.0,384.52
HOSPITALS,SUFENTANIL BASE,1771.0,49.97
HOSPITALS,TAPENTADOL,1466.0,92628.35
MID-LEVEL PRACTITIONERS,BUPRENORPHINE,26.0,17.1
MID-LEVEL PRACTITIONERS,BUTALBITAL,4.0,265.0
MID-LEVEL PRACTITIONERS,CODEINE,969.0,3690.4100000000003
MID-LEVEL PRACTITIONERS,DIHYDROCODEINE,429.0,299.65000000000003
