STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,ALFENTANIL,9737,5.0,0.76
ALABAMA,HOSPITALS,AMOBARBITAL (SCHEDULE 2),2125,2.0,86.54
ALABAMA,HOSPITALS,AMPHETAMINE,1100,56.0,4097.2
ALABAMA,HOSPITALS,BUPRENORPHINE,9064,39.0,59.32
ALABAMA,HOSPITALS,BUTALBITAL,2165,27.0,415.0
ALABAMA,HOSPITALS,COCAINE,9041L,61.0,463.83
ALABAMA,HOSPITALS,CODEINE,9050,148.0,13939.61
ALABAMA,HOSPITALS,DIHYDROCODEINE,9120,5.0,14.17
ALABAMA,HOSPITALS,FENTANYL BASE,9801,137.0,617.75
ALABAMA,HOSPITALS,HYDROCODONE,9193,157.0,29937.2
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,118.0,2150.05
ALABAMA,HOSPITALS,LEVORPHANOL,9220L,2.0,0.22
ALABAMA,HOSPITALS,LISDEXAMFETAMINE,1205,9.0,81.99
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,138.0,68410.18
ALABAMA,HOSPITALS,METHADONE,9250B,110.0,12209.92
ALABAMA,HOSPITALS,METHYLPHENIDATE,1724,88.0,6890.46
ALABAMA,HOSPITALS,MORPHINE,9300,143.0,44042.18
ALABAMA,HOSPITALS,NALOXONE,9411,15.0,5.4
ALABAMA,HOSPITALS,OPIUM POWDERED,9639,48.0,173.88
ALABAMA,HOSPITALS,OXYCODONE,9143,136.0,25214.12
ALABAMA,HOSPITALS,OXYMORPHONE,9652,2.0,0.54
ALABAMA,HOSPITALS,PENTOBARBITAL (SCHEDULE 2),2270,16.0,1754.41
ALABAMA,HOSPITALS,REMIFENTANIL,9739,12.0,7.98
ALABAMA,HOSPITALS,SECOBARBITAL (SCHEDULE 2),2315,1.0,18.3
ALABAMA,HOSPITALS,SUFENTANIL BASE,9740,8.0,0.24
ALABAMA,MID-LEVEL PRACTITIONERS,HYDROCODONE,9193,1.0,1.51
ALABAMA,MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),2270,14.0,45002.88
ALABAMA,NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,9064,1.0,58.36
ALABAMA,NARCOTIC TREATMENT PROGRAMS,METHADONE,9250B,16.0,108672.59
ALABAMA,NARCOTIC TREATMENT PROGRAMS,NALOXONE,9411,1.0,14.4
ALABAMA,PHARMACIES,AMPHETAMINE,1100,1238.0,240152.17
