STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,AMPHETAMINE,1100,68.0,7953.05
ALABAMA,HOSPITALS,BUPRENORPHINE,9064,102.0,1791.72
ALABAMA,HOSPITALS,CODEINE,9050,108.0,2477.93
ALABAMA,HOSPITALS,FENTANYL BASE,9801,130.0,524.38
ALABAMA,HOSPITALS,HYDROCODONE,9193,148.0,25381.47
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,131.0,2784.04
ALABAMA,HOSPITALS,LISDEXAMFETAMINE,1205,29.0,2597.4
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,100.0,3964.34
ALABAMA,HOSPITALS,METHADONE,9250B,104.0,1841.93
ALABAMA,HOSPITALS,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,82.0,5713.93
ALABAMA,HOSPITALS,MORPHINE,9300,146.0,13281.92
ALABAMA,HOSPITALS,OXYCODONE,9143,144.0,25652.1
ALABAMA,HOSPITALS,OXYMORPHONE,9652,6.0,20.25
ALABAMA,HOSPITALS,TAPENTADOL,9780,20.0,793.5
ALABAMA,MID-LEVEL PRACTITIONERS,BUPRENORPHINE,9064,1.0,13.86
ALABAMA,MID-LEVEL PRACTITIONERS,CODEINE,9050,4.0,2.8
ALABAMA,NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,9064,15.0,637.63
ALABAMA,NARCOTIC TREATMENT PROGRAMS,METHADONE,9250B,23.0,213793.8
ALABAMA,PHARMACIES,AMPHETAMINE,1100,1263.0,549651.35
ALABAMA,PHARMACIES,BUPRENORPHINE,9064,1219.0,141200.52
ALABAMA,PHARMACIES,CODEINE,9050,1234.0,163693.69
ALABAMA,PHARMACIES,FENTANYL BASE,9801,1163.0,2539.7
ALABAMA,PHARMACIES,HYDROCODONE,9193,1288.0,678464.54
ALABAMA,PHARMACIES,HYDROMORPHONE,9150,972.0,5745.81
ALABAMA,PHARMACIES,LISDEXAMFETAMINE,1205,1235.0,275459.45
ALABAMA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,143.0,1570.77
ALABAMA,PHARMACIES,METHADONE,9250B,1018.0,38335.15
ALABAMA,PHARMACIES,METHAMPHETAMINE,1105,35.0,124.94
ALABAMA,PHARMACIES,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,1256.0,269127.34
ALABAMA,PHARMACIES,MORPHINE,9300,1235.0,174447.22
ALABAMA,PHARMACIES,OXYCODONE,9143,1278.0,616478.97
ALABAMA,PHARMACIES,OXYMORPHONE,9652,333.0,3674.25
ALABAMA,PHARMACIES,TAPENTADOL,9780,802.0,96830.5
ALABAMA,PRACTITIONERS,BUPRENORPHINE,9064,326.0,38.78
ALABAMA,PRACTITIONERS,CODEINE,9050,47.0,2007.74
ALABAMA,PRACTITIONERS,FENTANYL BASE,9801,253.0,30.24
ALABAMA,PRACTITIONERS,HYDROCODONE,9193,120.0,617.86
ALABAMA,PRACTITIONERS,HYDROMORPHONE,9150,101.0,552.13
ALABAMA,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,83.0,864.96
ALABAMA,PRACTITIONERS,METHADONE,9250B,3.0,4.47
ALABAMA,PRACTITIONERS,MORPHINE,9300,107.0,321.96
ALABAMA,PRACTITIONERS,OXYCODONE,9143,28.0,242.55
ALABAMA,TEACHING INSTITUTIONS,BUPRENORPHINE,9064,1.0,0.01
ALABAMA,TEACHING INSTITUTIONS,FENTANYL BASE,9801,1.0,0.3
ALABAMA,TEACHING INSTITUTIONS,HYDROMORPHONE,9150,1.0,14.19
ALASKA,HOSPITALS,AMPHETAMINE,1100,28.0,5470.91
ALASKA,HOSPITALS,BUPRENORPHINE,9064,34.0,1730.66
ALASKA,HOSPITALS,CODEINE,9050,37.0,5035.03
ALASKA,HOSPITALS,FENTANYL BASE,9801,51.0,88.0
ALASKA,HOSPITALS,HYDROCODONE,9193,47.0,3189.08
ALASKA,HOSPITALS,HYDROMORPHONE,9150,42.0,386.25
ALASKA,HOSPITALS,LISDEXAMFETAMINE,1205,17.0,1420.97
ALASKA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,18.0,57.41
ALASKA,HOSPITALS,METHADONE,9250B,26.0,843.78
ALASKA,HOSPITALS,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,32.0,6561.46
ALASKA,HOSPITALS,MORPHINE,9300,46.0,4694.99
ALASKA,HOSPITALS,OXYCODONE,9143,47.0,9855.67
ALASKA,HOSPITALS,TAPENTADOL,9780,7.0,408.0
ALASKA,MID-LEVEL PRACTITIONERS,BUPRENORPHINE,9064,3.0,50.39
ALASKA,MID-LEVEL PRACTITIONERS,CODEINE,9050,1.0,2.21
ALASKA,MID-LEVEL PRACTITIONERS,FENTANYL BASE,9801,2.0,0.01
ALASKA,MID-LEVEL PRACTITIONERS,HYDROCODONE,9193,4.0,4.63
ALASKA,MID-LEVEL PRACTITIONERS,MORPHINE,9300,1.0,0.38
ALASKA,NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,9064,2.0,53.82
ALASKA,NARCOTIC TREATMENT PROGRAMS,METHADONE,9250B,4.0,31983.74
ALASKA,PHARMACIES,AMPHETAMINE,1100,106.0,30081.0
ALASKA,PHARMACIES,BUPRENORPHINE,9064,102.0,9277.52
ALASKA,PHARMACIES,CODEINE,9050,105.0,13004.15
ALASKA,PHARMACIES,FENTANYL BASE,9801,95.0,249.85
ALASKA,PHARMACIES,HYDROCODONE,9193,108.0,26235.55
ALASKA,PHARMACIES,HYDROMORPHONE,9150,90.0,1232.51
ALASKA,PHARMACIES,LISDEXAMFETAMINE,1205,94.0,11160.8
ALASKA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,10.0,394.57
ALASKA,PHARMACIES,METHADONE,9250B,83.0,5606.55
ALASKA,PHARMACIES,METHAMPHETAMINE,1105,2.0,6.43
