STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,BUPRENORPHINE,9064,30.0,0.41
ALABAMA,HOSPITALS,COCAINE,9041L,56.0,536.74
ALABAMA,HOSPITALS,CODEINE,9050,153.0,25702.26
ALABAMA,HOSPITALS,D-AMPHETAMINE BASE,1100D,55.0,1312.3
ALABAMA,HOSPITALS,D-METHAMPHETAMINE,1105D,1.0,8.01
ALABAMA,HOSPITALS,DL-AMPHETAMINE BASE,1100B,51.0,889.19
ALABAMA,HOSPITALS,FENTANYL BASE,9801,137.0,440.38
ALABAMA,HOSPITALS,HYDROCODONE,9193,160.0,14518.99
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,99.0,1040.17
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,139.0,76580.82
ALABAMA,HOSPITALS,METHADONE,9250B,103.0,5469.94
ALABAMA,HOSPITALS,METHYLPHENIDATE,1724,98.0,5423.81
ALABAMA,HOSPITALS,MORPHINE,9300,144.0,37110.88
ALABAMA,HOSPITALS,OXYCODONE,9143,135.0,24475.26
ALABAMA,PHARMACIES,BUPRENORPHINE,9064,15.0,1.33
ALABAMA,PHARMACIES,COCAINE,9041L,7.0,32.81
ALABAMA,PHARMACIES,CODEINE,9050,1187.0,256467.64
ALABAMA,PHARMACIES,D-AMPHETAMINE BASE,1100D,1170.0,66111.25
ALABAMA,PHARMACIES,D-METHAMPHETAMINE,1105D,43.0,183.3
ALABAMA,PHARMACIES,DL-AMPHETAMINE BASE,1100B,1166.0,49189.02
ALABAMA,PHARMACIES,FENTANYL BASE,9801,1118.0,3274.75
ALABAMA,PHARMACIES,HYDROCODONE,9193,1220.0,545415.12
ALABAMA,PHARMACIES,HYDROMORPHONE,9150,610.0,4364.7
ALABAMA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,1157.0,105878.79
ALABAMA,PHARMACIES,METHADONE,9250B,1025.0,81804.72
ALABAMA,PHARMACIES,METHYLPHENIDATE,1724,1178.0,187709.5
ALABAMA,PHARMACIES,MORPHINE,9300,1130.0,112131.55
ALABAMA,PHARMACIES,OXYCODONE,9143,1185.0,321412.1
