BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
HOSPITALS,ALFENTANIL,744.0,290.02
HOSPITALS,AMOBARBITAL (SCHEDULE 2),212.0,1032.19
HOSPITALS,AMPHETAMINE,3945.0,510917.83999999997
HOSPITALS,BARBITURIC ACID DERIVIATIVE OR SALT [PER 21C,7.0,50.0
HOSPITALS,BUPRENORPHINE,4420.0,84632.19
HOSPITALS,BUTALBITAL,616.0,15474.8
HOSPITALS,COCAINE,3792.0,24555.62
HOSPITALS,CODEINE,7659.0,702050.2100000001
HOSPITALS,D-METHAMPHETAMINE,20.0,56.65
HOSPITALS,DIHYDROCODEINE,17.0,60.89
HOSPITALS,DL-METHAMPHETAMINE RACEMIC BASE,14.0,140.25000000000003
HOSPITALS,FENTANYL BASE,10022.0,41436.47999999999
HOSPITALS,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,13.0,34699.96
HOSPITALS,HYDROCODONE,9200.0,1681992.7699999998
HOSPITALS,HYDROMORPHONE,8710.0,241154.53
HOSPITALS,LEVORPHANOL,21.0,22.74
HOSPITALS,LISDEXAMFETAMINE,1847.0,119199.13999999998
HOSPITALS,MEPERIDINE (PETHIDINE),7152.0,243768.98
HOSPITALS,METHADONE,5750.0,311371.41000000003
HOSPITALS,METHYLPHENIDATE (DL;D;L;ISOMERS),5262.0,625072.3200000001
HOSPITALS,MORPHINE,9742.0,1872037.9599999997
HOSPITALS,NABILONE,5.0,0.9
HOSPITALS,NOROXYMORPHONE,7.0,20.480000000000004
HOSPITALS,OPIUM POWDERED,3548.0,20742.12
HOSPITALS,OPIUM TINCTURE (LAUDANUM),2.0,2.36
HOSPITALS,OXYCODONE,8714.0,2647424.1199999996
HOSPITALS,OXYMORPHONE,1034.0,14405.830000000002
HOSPITALS,PENTOBARBITAL (SCHEDULE 2),628.0,225742.25
HOSPITALS,PHENCYCLIDINE (PCP),1.0,0.22
HOSPITALS,REMIFENTANIL,2266.0,1530.28
HOSPITALS,SECOBARBITAL (SCHEDULE 2),10.0,439.46000000000004
HOSPITALS,SUFENTANIL BASE,1743.0,49.87
HOSPITALS,TAPENTADOL,1463.0,95284.49
MID-LEVEL PRACTITIONERS,BARBITURIC ACID DERIVIATIVE OR SALT [PER 21C,1.0,8.0
MID-LEVEL PRACTITIONERS,BUPRENORPHINE,17.0,7.199999999999998
MID-LEVEL PRACTITIONERS,BUTALBITAL,2.0,440.0
MID-LEVEL PRACTITIONERS,CODEINE,451.0,5456.59
MID-LEVEL PRACTITIONERS,DIHYDROCODEINE,550.0,331.01
MID-LEVEL PRACTITIONERS,FENTANYL BASE,1236.0,63.83999999999999
MID-LEVEL PRACTITIONERS,HYDROCODONE,27.0,1110.6499999999999
MID-LEVEL PRACTITIONERS,HYDROMORPHONE,128.0,66.02999999999999
MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),25.0,65.80000000000001
MID-LEVEL PRACTITIONERS,METHADONE,4.0,477.16
MID-LEVEL PRACTITIONERS,METHYLPHENIDATE (DL;D;L;ISOMERS),1.0,3.46
MID-LEVEL PRACTITIONERS,MORPHINE,914.0,1518.5899999999997
MID-LEVEL PRACTITIONERS,OXYCODONE,12.0,2496.16
MID-LEVEL PRACTITIONERS,OXYMORPHONE,3.0,15.65
MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),689.0,990497.08
MID-LEVEL PRACTITIONERS,REMIFENTANIL,6.0,0.18
MID-LEVEL PRACTITIONERS,TAPENTADOL,1.0,110.0
NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,536.0,57919.25000000001
NARCOTIC TREATMENT PROGRAMS,METHADONE,1411.0,10839567.2
PHARMACIES,ALFENTANIL,38.0,13.62
PHARMACIES,AMPHETAMINE,64685.0,19459361.46
PHARMACIES,BARBITURIC ACID DERIVIATIVE OR SALT [PER 21C,681.0,8145.0
PHARMACIES,BUPRENORPHINE,59192.0,2844643.5300000003
PHARMACIES,BUTALBITAL,37579.0,1592805.0
PHARMACIES,COCAINE,224.0,1693.6100000000001
PHARMACIES,CODEINE,66753.0,16602557.299999999
PHARMACIES,D-METHAMPHETAMINE,1711.0,6411.520000000001
PHARMACIES,DIHYDROCODEINE,4100.0,27095.61
PHARMACIES,DL-METHAMPHETAMINE RACEMIC BASE,408.0,1579.2300000000005
PHARMACIES,FENTANYL BASE,61998.0,350397.33999999997
PHARMACIES,GAMMA HYDROXYBUTYRIC ACID(FDA,2012.0,1.0
PHARMACIES,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,1.0,148.61
PHARMACIES,HYDROCODONE,66910.0,28615716.349999998
PHARMACIES,HYDROMORPHONE,58087.0,1342091.3199999998
PHARMACIES,LEVORPHANOL,1142.0,2058.91
PHARMACIES,LISDEXAMFETAMINE,60254.0,9480895.899999999
PHARMACIES,MEPERIDINE (PETHIDINE),23185.0,582601.56
PHARMACIES,METHADONE,51761.0,3372211.64
PHARMACIES,METHYLPHENIDATE (DL;D;L;ISOMERS),64316.0,17972772.64
