STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,ALFENTANIL,9737,6.0,1.61
ALABAMA,HOSPITALS,AMOBARBITAL (SCHEDULE 2),2125,3.0,41.47
ALABAMA,HOSPITALS,AMPHETAMINE,1100,64.0,4081.61
ALABAMA,HOSPITALS,BUPRENORPHINE,9064,72.0,115.47
ALABAMA,HOSPITALS,BUTALBITAL,2165,12.0,125.0
ALABAMA,HOSPITALS,COCAINE,9041L,53.0,372.98
ALABAMA,HOSPITALS,CODEINE,9050,136.0,10826.16
ALABAMA,HOSPITALS,D-METHAMPHETAMINE,1105D,1.0,0.8
ALABAMA,HOSPITALS,DIHYDROCODEINE,9120,10.0,59.66
ALABAMA,HOSPITALS,FENTANYL BASE,9801,136.0,471.09
ALABAMA,HOSPITALS,HYDROCODONE,9193,152.0,22620.24
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,120.0,2820.69
ALABAMA,HOSPITALS,LISDEXAMFETAMINE,1205,18.0,847.49
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,130.0,44947.5
ALABAMA,HOSPITALS,METHADONE,9250B,111.0,11240.19
ALABAMA,HOSPITALS,METHYLPHENIDATE,1724,90.0,6768.87
ALABAMA,HOSPITALS,MORPHINE,9300,137.0,45221.97
ALABAMA,HOSPITALS,OPIUM POWDERED,9639,51.0,246.96
ALABAMA,HOSPITALS,OXYCODONE,9143,134.0,22402.68
ALABAMA,HOSPITALS,OXYMORPHONE,9652,7.0,18.08
ALABAMA,HOSPITALS,PENTOBARBITAL (SCHEDULE 2),2270,12.0,879.5
ALABAMA,HOSPITALS,REMIFENTANIL,9739,13.0,9.26
ALABAMA,HOSPITALS,SUFENTANIL BASE,9740,48.0,2.01
ALABAMA,HOSPITALS,TAPENTADOL,9780,6.0,32.5
ALABAMA,MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),2270,18.0,45824.81
ALABAMA,NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,9064,1.0,62.64
ALABAMA,NARCOTIC TREATMENT PROGRAMS,METHADONE,9250B,14.0,122526.23
ALABAMA,PHARMACIES,AMPHETAMINE,1100,1251.0,259801.9
ALABAMA,PHARMACIES,BUPRENORPHINE,9064,1013.0,28582.61
ALABAMA,PHARMACIES,BUTALBITAL,2165,775.0,30270.0
ALABAMA,PHARMACIES,COCAINE,9041L,3.0,5.71
ALABAMA,PHARMACIES,CODEINE,9050,1255.0,189974.61
ALABAMA,PHARMACIES,D-METHAMPHETAMINE,1105D,41.0,196.83
ALABAMA,PHARMACIES,DIHYDROCODEINE,9120,566.0,4363.65
ALABAMA,PHARMACIES,FENTANYL BASE,9801,1238.0,7523.99
ALABAMA,PHARMACIES,HYDROCODONE,9193,1293.0,1138063.31
ALABAMA,PHARMACIES,HYDROMORPHONE,9150,986.0,8820.01
ALABAMA,PHARMACIES,LEVORPHANOL,9220L,21.0,17.76
ALABAMA,PHARMACIES,LISDEXAMFETAMINE,1205,1204.0,121313.71
ALABAMA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,1128.0,71166.91
ALABAMA,PHARMACIES,METHADONE,9250B,1181.0,195166.18
ALABAMA,PHARMACIES,METHYLPHENIDATE,1724,1259.0,263010.46
ALABAMA,PHARMACIES,MORPHINE,9300,1253.0,317806.59
ALABAMA,PHARMACIES,OPIUM POWDERED,9639,95.0,225.36
ALABAMA,PHARMACIES,OXYCODONE,9143,1265.0,661467.85
ALABAMA,PHARMACIES,OXYMORPHONE,9652,745.0,18063.24
ALABAMA,PHARMACIES,PENTOBARBITAL (SCHEDULE 2),2270,4.0,123.04
ALABAMA,PHARMACIES,SECOBARBITAL (SCHEDULE 2),2315,6.0,128.17
ALABAMA,PHARMACIES,SUFENTANIL BASE,9740,2.0,0.09
ALABAMA,PHARMACIES,TAPENTADOL,9780,689.0,28340.0
ALABAMA,PRACTITIONERS,AMPHETAMINE,1100,2.0,3.27
ALABAMA,PRACTITIONERS,BUPRENORPHINE,9064,211.0,460.98
ALABAMA,PRACTITIONERS,BUTALBITAL,2165,2.0,30.0
ALABAMA,PRACTITIONERS,COCAINE,9041L,16.0,86.92
ALABAMA,PRACTITIONERS,CODEINE,9050,83.0,1744.43
ALABAMA,PRACTITIONERS,DIHYDROCODEINE,9120,196.0,327.67
ALABAMA,PRACTITIONERS,FENTANYL BASE,9801,155.0,29.82
ALABAMA,PRACTITIONERS,HYDROCODONE,9193,743.0,5721.04
ALABAMA,PRACTITIONERS,HYDROMORPHONE,9150,52.0,641.49
ALABAMA,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,147.0,5451.89
ALABAMA,PRACTITIONERS,METHADONE,9250B,2.0,86.24
ALABAMA,PRACTITIONERS,MORPHINE,9300,125.0,1111.42
ALABAMA,PRACTITIONERS,OPIUM POWDERED,9639,3.0,2.88
ALABAMA,PRACTITIONERS,OXYCODONE,9143,33.0,539.14
ALABAMA,PRACTITIONERS,OXYMORPHONE,9652,5.0,67.63
