BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
HOSPITALS,ALFENTANIL,1101.0,364.30999999999995
HOSPITALS,AMOBARBITAL (SCHEDULE 2),236.0,1570.3199999999997
HOSPITALS,AMPHETAMINE,3494.0,284251.55000000005
HOSPITALS,BUPRENORPHINE,3386.0,46887.21
HOSPITALS,BUTALBITAL,796.0,16009.95
HOSPITALS,COCAINE,4118.0,40918.47
HOSPITALS,CODEINE,7741.0,1344487.9499999997
HOSPITALS,D-METHAMPHETAMINE,49.0,299.28
HOSPITALS,DIHYDROCODEINE,134.0,382.71
HOSPITALS,DL-METHAMPHETAMINE RACEMIC BASE,11.0,22.11
HOSPITALS,ECGONINE,1.0,0.02
HOSPITALS,FENTANYL BASE,9510.0,70573.63
HOSPITALS,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,1.0,371.52
HOSPITALS,HYDROCODONE,8985.0,1654317.0300000003
HOSPITALS,HYDROMORPHONE,7506.0,292984.54000000004
HOSPITALS,LEVORPHANOL,12.0,4.890000000000001
HOSPITALS,LISDEXAMFETAMINE,1287.0,55173.61000000001
HOSPITALS,MEPERIDINE (PETHIDINE),7868.0,747329.26
HOSPITALS,METHADONE,5860.0,625984.74
HOSPITALS,METHYLPHENIDATE,5395.0,625954.44
HOSPITALS,MORPHINE,9145.0,3281432.14
HOSPITALS,NABILONE,14.0,1.6300000000000001
HOSPITALS,OPIUM POWDERED,3554.0,19811.08
HOSPITALS,OXYCODONE,8245.0,2808992.380000001
HOSPITALS,OXYMORPHONE,794.0,12168.919999999998
HOSPITALS,PENTOBARBITAL (SCHEDULE 2),1160.0,321692.76999999996
HOSPITALS,REMIFENTANIL,1748.0,870.81
HOSPITALS,SECOBARBITAL (SCHEDULE 2),46.0,814.85
HOSPITALS,SUFENTANIL BASE,2539.0,81.53999999999999
HOSPITALS,TAPENTADOL,980.0,31872.97
MID-LEVEL PRACTITIONERS,AMPHETAMINE,2.0,106.72999999999999
MID-LEVEL PRACTITIONERS,BUPRENORPHINE,21.0,12.5
MID-LEVEL PRACTITIONERS,BUTALBITAL,2.0,20.0
MID-LEVEL PRACTITIONERS,CODEINE,83.0,2201.02
MID-LEVEL PRACTITIONERS,DIHYDROCODEINE,897.0,340.20000000000005
MID-LEVEL PRACTITIONERS,FENTANYL BASE,428.0,11.48
MID-LEVEL PRACTITIONERS,HYDROCODONE,1138.0,6058.27
MID-LEVEL PRACTITIONERS,HYDROMORPHONE,55.0,10.22
MID-LEVEL PRACTITIONERS,LORAZEPAM,1.0,0.0
MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),84.0,151.64000000000001
MID-LEVEL PRACTITIONERS,METHADONE,1.0,56.35
MID-LEVEL PRACTITIONERS,METHYLPHENIDATE,1.0,9.9
MID-LEVEL PRACTITIONERS,MORPHINE,604.0,492.21000000000004
MID-LEVEL PRACTITIONERS,OXYCODONE,8.0,335.68
MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),899.0,2756970.12
MID-LEVEL PRACTITIONERS,PHENDIMETRAZINE,1.0,573.41
MID-LEVEL PRACTITIONERS,TAPENTADOL,1.0,143.7
MID-LEVEL PRACTITIONERS,ZOLPIDEM,1.0,0.0
NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,205.0,6830.700000000001
NARCOTIC TREATMENT PROGRAMS,FENTANYL BASE,1.0,0.11
NARCOTIC TREATMENT PROGRAMS,HYDROMORPHONE,1.0,3.32
NARCOTIC TREATMENT PROGRAMS,METHADONE,1139.0,8746056.400000002
NARCOTIC TREATMENT PROGRAMS,MORPHINE,2.0,13.62
NARCOTIC TREATMENT PROGRAMS,OXYCODONE,1.0,1.34
NARCOTIC TREATMENT PROGRAMS,PENTOBARBITAL (SCHEDULE 2),1.0,0.91
PHARMACIES,4-HYDROXY-3-METHOXY-METHAMPHETAMINE(H,1.0,0.24
PHARMACIES,ALFENTANIL,52.0,15.899999999999999
PHARMACIES,AMOBARBITAL (SCHEDULE 2),7.0,14.590000000000002
PHARMACIES,AMPHETAMINE,59772.0,11486258.520000001
PHARMACIES,BUPRENORPHINE,49041.0,1415946.3899999997
PHARMACIES,BUTALBITAL,42264.0,2208949.1
PHARMACIES,CARFENTANIL,1.0,13.4
PHARMACIES,COCAINE,480.0,4445.780000000001
PHARMACIES,CODEINE,63326.0,14682378.309999999
PHARMACIES,D-METHAMPHETAMINE,1923.0,8592.789999999999
PHARMACIES,DEXTROPROPOXYPHENE,2.0,720.12
PHARMACIES,DIHYDROCODEINE,10182.0,72639.24
PHARMACIES,DL-METHAMPHETAMINE RACEMIC BASE,1131.0,3442.2500000000005
PHARMACIES,FENTANYL BASE,59465.0,455496.83
PHARMACIES,GAMMA HYDROXYBUTYRIC ACID(FDA,2012.0,1.0
PHARMACIES,HYDROCODONE,64781.0,37083507.949999996
