STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,ALFENTANIL,9737,19.0,4.48
ALABAMA,HOSPITALS,AMOBARBITAL (SCHEDULE 2),2125,4.0,66.03
ALABAMA,HOSPITALS,BUTALBITAL,2165,33.0,350.0
ALABAMA,HOSPITALS,COCAINE,9041L,61.0,307.06
ALABAMA,HOSPITALS,CODEINE,9050,151.0,30342.19
ALABAMA,HOSPITALS,D-AMPHETAMINE BASE,1100D,61.0,1147.74
ALABAMA,HOSPITALS,D-METHAMPHETAMINE,1105D,1.0,0.4
ALABAMA,HOSPITALS,DIHYDROCODEINE,9120,11.0,28.67
ALABAMA,HOSPITALS,DL-AMPHETAMINE BASE,1100B,54.0,697.04
ALABAMA,HOSPITALS,FENTANYL BASE,9801,139.0,347.52
ALABAMA,HOSPITALS,HYDROCODONE,9193,164.0,11740.36
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,102.0,945.54
ALABAMA,HOSPITALS,LEVORPHANOL,9220L,4.0,0.58
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,144.0,65334.66
ALABAMA,HOSPITALS,METHADONE,9250B,97.0,3560.94
ALABAMA,HOSPITALS,METHYLPHENIDATE,1724,106.0,4917.55
ALABAMA,HOSPITALS,MORPHINE,9300,142.0,33314.36
ALABAMA,HOSPITALS,OPIUM POWDERED,9639,63.0,329.76
ALABAMA,HOSPITALS,OXYCODONE,9143,142.0,21952.15
ALABAMA,HOSPITALS,OXYMORPHONE,9652,3.0,4.65
ALABAMA,HOSPITALS,PAREGORIC/OPIUM,9655,7.0,3.72
ALABAMA,HOSPITALS,PENTOBARBITAL (SCHEDULE 2),2270,19.0,612.7
ALABAMA,HOSPITALS,REMIFENTANIL,9739,14.0,2.97
ALABAMA,HOSPITALS,SECOBARBITAL (SCHEDULE 2),2315,36.0,851.05
ALABAMA,HOSPITALS,SUFENTANIL,9740,71.0,1.05
ALABAMA,PHARMACIES,ALFENTANIL,9737,1.0,0.02
ALABAMA,PHARMACIES,AMOBARBITAL (SCHEDULE 2),2125,8.0,132.02
ALABAMA,PHARMACIES,BUTALBITAL,2165,1057.0,79767.5
ALABAMA,PHARMACIES,COCAINE,9041L,7.0,17.12
ALABAMA,PHARMACIES,CODEINE,9050,1196.0,264141.26
ALABAMA,PHARMACIES,D-AMPHETAMINE BASE,1100D,1167.0,54776.5
ALABAMA,PHARMACIES,D-METHAMPHETAMINE,1105D,49.0,183.61
ALABAMA,PHARMACIES,DIHYDROCODEINE,9120,930.0,8438.31
ALABAMA,PHARMACIES,DL-AMPHETAMINE BASE,1100B,1158.0,36712.48
ALABAMA,PHARMACIES,FENTANYL BASE,9801,1083.0,2439.25
ALABAMA,PHARMACIES,HYDROCODONE,9193,1223.0,484038.2
ALABAMA,PHARMACIES,HYDROMORPHONE,9150,616.0,3933.85
ALABAMA,PHARMACIES,LEVORPHANOL,9220L,24.0,19.22
ALABAMA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,1167.0,104411.98
ALABAMA,PHARMACIES,METHADONE,9250B,994.0,62574.02
