STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,AMPHETAMINE,1100,67.0,7776.15
ALABAMA,HOSPITALS,BUPRENORPHINE,9064,109.0,2238.78
ALABAMA,HOSPITALS,CODEINE,9050,104.0,2382.44
ALABAMA,HOSPITALS,FENTANYL BASE,9801,132.0,571.48
ALABAMA,HOSPITALS,HYDROCODONE,9193,144.0,22244.58
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,130.0,3369.72
ALABAMA,HOSPITALS,LISDEXAMFETAMINE,1205,28.0,2659.26
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,105.0,3255.6
ALABAMA,HOSPITALS,METHADONE,9250B,100.0,1831.19
ALABAMA,HOSPITALS,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,77.0,5468.72
ALABAMA,HOSPITALS,MORPHINE,9300,141.0,11470.78
ALABAMA,HOSPITALS,OXYCODONE,9143,139.0,23542.74
ALABAMA,HOSPITALS,OXYMORPHONE,9652,4.0,13.65
ALABAMA,HOSPITALS,TAPENTADOL,9780,17.0,721.5
ALABAMA,MID-LEVEL PRACTITIONERS,BUPRENORPHINE,9064,3.0,29.95
ALABAMA,MID-LEVEL PRACTITIONERS,CODEINE,9050,1.0,4.64
ALABAMA,NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,9064,13.0,569.11
ALABAMA,NARCOTIC TREATMENT PROGRAMS,METHADONE,9250B,16.0,153134.7
ALABAMA,PHARMACIES,AMPHETAMINE,1100,1240.0,576206.63
ALABAMA,PHARMACIES,BUPRENORPHINE,9064,1189.0,148580.49
ALABAMA,PHARMACIES,CODEINE,9050,1228.0,156039.39
ALABAMA,PHARMACIES,FENTANYL BASE,9801,1122.0,2095.8
ALABAMA,PHARMACIES,HYDROCODONE,9193,1262.0,639049.2
ALABAMA,PHARMACIES,HYDROMORPHONE,9150,964.0,5356.63
ALABAMA,PHARMACIES,LISDEXAMFETAMINE,1205,1214.0,280225.3
ALABAMA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,158.0,1447.02
ALABAMA,PHARMACIES,METHADONE,9250B,948.0,31909.87
ALABAMA,PHARMACIES,METHAMPHETAMINE,1105,36.0,99.24
ALABAMA,PHARMACIES,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,1236.0,277248.37
ALABAMA,PHARMACIES,MORPHINE,9300,1217.0,157746.33
ALABAMA,PHARMACIES,OXYCODONE,9143,1250.0,583496.59
ALABAMA,PHARMACIES,OXYMORPHONE,9652,267.0,2741.51
ALABAMA,PHARMACIES,TAPENTADOL,9780,760.0,81183.0
ALABAMA,PRACTITIONERS,BUPRENORPHINE,9064,342.0,34.73
ALABAMA,PRACTITIONERS,CODEINE,9050,31.0,2045.39
ALABAMA,PRACTITIONERS,FENTANYL BASE,9801,238.0,26.31
ALABAMA,PRACTITIONERS,HYDROCODONE,9193,125.0,631.8
ALABAMA,PRACTITIONERS,HYDROMORPHONE,9150,105.0,708.06
ALABAMA,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,75.0,787.07
ALABAMA,PRACTITIONERS,METHADONE,9250B,3.0,6.26
ALABAMA,PRACTITIONERS,MORPHINE,9300,98.0,326.35
ALABAMA,PRACTITIONERS,OXYCODONE,9143,34.0,255.68
ALABAMA,TEACHING INSTITUTIONS,BUPRENORPHINE,9064,1.0,0.01
ALABAMA,TEACHING INSTITUTIONS,FENTANYL BASE,9801,1.0,0.44
ALABAMA,TEACHING INSTITUTIONS,HYDROCODONE,9193,1.0,0.57
ALABAMA,TEACHING INSTITUTIONS,HYDROMORPHONE,9150,1.0,14.19
ALABAMA,TEACHING INSTITUTIONS,MORPHINE,9300,1.0,0.3
ALASKA,HOSPITALS,AMPHETAMINE,1100,32.0,5430.64
ALASKA,HOSPITALS,BUPRENORPHINE,9064,37.0,2076.67
ALASKA,HOSPITALS,CODEINE,9050,36.0,4477.99
ALASKA,HOSPITALS,FENTANYL BASE,9801,54.0,93.86
ALASKA,HOSPITALS,HYDROCODONE,9193,50.0,3057.08
ALASKA,HOSPITALS,HYDROMORPHONE,9150,41.0,352.84
ALASKA,HOSPITALS,LISDEXAMFETAMINE,1205,20.0,1719.85
ALASKA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,24.0,85.95
ALASKA,HOSPITALS,METHADONE,9250B,28.0,816.94
ALASKA,HOSPITALS,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,33.0,6373.68
ALASKA,HOSPITALS,MORPHINE,9300,55.0,4099.26
ALASKA,HOSPITALS,OXYCODONE,9143,52.0,9209.16
ALASKA,HOSPITALS,TAPENTADOL,9780,5.0,411.0
ALASKA,MID-LEVEL PRACTITIONERS,BUPRENORPHINE,9064,1.0,75.63
ALASKA,MID-LEVEL PRACTITIONERS,CODEINE,9050,1.0,8.84
ALASKA,MID-LEVEL PRACTITIONERS,FENTANYL BASE,9801,4.0,0.01
ALASKA,MID-LEVEL PRACTITIONERS,HYDROCODONE,9193,5.0,8.46
ALASKA,MID-LEVEL PRACTITIONERS,MORPHINE,9300,3.0,0.75
ALASKA,NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,9064,2.0,41.1
ALASKA,NARCOTIC TREATMENT PROGRAMS,METHADONE,9250B,6.0,31733.31
ALASKA,PHARMACIES,AMPHETAMINE,1100,101.0,31943.42
ALASKA,PHARMACIES,BUPRENORPHINE,9064,102.0,9959.89
ALASKA,PHARMACIES,CODEINE,9050,103.0,11295.41
ALASKA,PHARMACIES,FENTANYL BASE,9801,85.0,198.68
ALASKA,PHARMACIES,HYDROCODONE,9193,103.0,25323.71
ALASKA,PHARMACIES,HYDROMORPHONE,9150,90.0,1143.98
ALASKA,PHARMACIES,LISDEXAMFETAMINE,1205,95.0,12646.52
ALASKA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,9.0,360.58
ALASKA,PHARMACIES,METHADONE,9250B,75.0,4493.91
ALASKA,PHARMACIES,METHAMPHETAMINE,1105,2.0,1.61
ALASKA,PHARMACIES,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,102.0,25812.03
ALASKA,PHARMACIES,MORPHINE,9300,104.0,19253.07
ALASKA,PHARMACIES,OXYCODONE,9143,104.0,61933.1
ALASKA,PHARMACIES,OXYMORPHONE,9652,10.0,82.88
