BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
HOSPITALS,ALFENTANIL,1101.0,388.2699999999999
HOSPITALS,AMOBARBITAL (SCHEDULE 2),199.0,1398.11
HOSPITALS,AMPHETAMINE,3434.0,251192.50999999998
HOSPITALS,BUPRENORPHINE,3253.0,34487.18
HOSPITALS,BUTALBITAL,745.0,15320.0
HOSPITALS,COCAINE,4250.0,42385.08
HOSPITALS,CODEINE,7813.0,1463688.7100000002
HOSPITALS,D-METHAMPHETAMINE,57.0,346.66999999999996
HOSPITALS,DIAZEPAM,1.0,0.05
HOSPITALS,DIHYDROCODEINE,168.0,653.8599999999999
HOSPITALS,FENTANYL BASE,9505.0,47249.7
HOSPITALS,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,5.0,9882.44
HOSPITALS,HYDROCODONE,9020.0,1595481.32
HOSPITALS,HYDROMORPHONE,7345.0,284094.8400000001
HOSPITALS,LEVORPHANOL,87.0,133.96999999999997
HOSPITALS,LISDEXAMFETAMINE,1156.0,43080.84
HOSPITALS,LORAZEPAM,9.0,21.060000000000002
HOSPITALS,MEPERIDINE (PETHIDINE),8043.0,912192.3
HOSPITALS,METHADONE,5893.0,609663.33
HOSPITALS,METHYLPHENIDATE,5467.0,604029.6699999999
HOSPITALS,MORPHINE,9202.0,3117143.7199999997
HOSPITALS,NABILONE,15.0,1.7400000000000002
HOSPITALS,OPIUM POWDERED,3247.0,19013.13
HOSPITALS,OXYCODONE,8241.0,2622114.6500000004
HOSPITALS,OXYMORPHONE,692.0,8069.09
HOSPITALS,PENTOBARBITAL (SCHEDULE 2),998.0,310038.7899999999
HOSPITALS,REMIFENTANIL,1652.0,858.54
HOSPITALS,SECOBARBITAL (SCHEDULE 2),53.0,796.55
HOSPITALS,SUFENTANIL BASE,2572.0,87.66
HOSPITALS,TAPENTADOL,423.0,7718.0
MID-LEVEL PRACTITIONERS,AMPHETAMINE,1.0,2.5
MID-LEVEL PRACTITIONERS,BUPRENORPHINE,33.0,13.329999999999998
MID-LEVEL PRACTITIONERS,BUTALBITAL,2.0,10.0
MID-LEVEL PRACTITIONERS,CODEINE,125.0,2321.38
MID-LEVEL PRACTITIONERS,DIHYDROCODEINE,443.0,551.1800000000001
MID-LEVEL PRACTITIONERS,FENTANYL BASE,372.0,12.049999999999999
MID-LEVEL PRACTITIONERS,HYDROCODONE,1036.0,5058.759999999999
MID-LEVEL PRACTITIONERS,HYDROMORPHONE,49.0,9.479999999999999
MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),89.0,231.38
MID-LEVEL PRACTITIONERS,METHADONE,1.0,25.94
MID-LEVEL PRACTITIONERS,METHYLPHENIDATE,2.0,13.620000000000001
MID-LEVEL PRACTITIONERS,MORPHINE,601.0,649.72
MID-LEVEL PRACTITIONERS,OXYCODONE,6.0,51.46
MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),835.0,2414769.1300000004
MID-LEVEL PRACTITIONERS,SUFENTANIL BASE,1.0,0.01
NARCOTIC TREATMENT PROGRAMS,AMPHETAMINE,1.0,3.17
NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,192.0,5586.25
NARCOTIC TREATMENT PROGRAMS,FENTANYL BASE,2.0,0.48
NARCOTIC TREATMENT PROGRAMS,HYDROCODONE,1.0,1.51
NARCOTIC TREATMENT PROGRAMS,HYDROMORPHONE,3.0,4.52
NARCOTIC TREATMENT PROGRAMS,METHADONE,1128.0,8414697.64
NARCOTIC TREATMENT PROGRAMS,MORPHINE,3.0,11.459999999999999
