STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,ALFENTANIL,9737,7.0,0.56
ALABAMA,HOSPITALS,AMOBARBITAL (SCHEDULE 2),2125,3.0,59.2
ALABAMA,HOSPITALS,AMPHETAMINE,1100,58.0,3533.28
ALABAMA,HOSPITALS,BUPRENORPHINE,9064,37.0,46.83
ALABAMA,HOSPITALS,BUTALBITAL,2165,28.0,360.0
ALABAMA,HOSPITALS,COCAINE,9041L,65.0,481.98
ALABAMA,HOSPITALS,CODEINE,9050,154.0,17089.55
ALABAMA,HOSPITALS,D-METHAMPHETAMINE,1105D,1.0,2.0
ALABAMA,HOSPITALS,DIHYDROCODEINE,9120,4.0,12.05
ALABAMA,HOSPITALS,FENTANYL BASE,9801,140.0,627.19
ALABAMA,HOSPITALS,HYDROCODONE,9193,161.0,21683.39
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,122.0,1524.8
ALABAMA,HOSPITALS,LEVORPHANOL,9220L,1.0,0.11
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,141.0,68275.99
ALABAMA,HOSPITALS,METHADONE,9250B,116.0,11277.84
ALABAMA,HOSPITALS,METHYLPHENIDATE,1724,98.0,6857.81
ALABAMA,HOSPITALS,MORPHINE,9300,148.0,39219.13
ALABAMA,HOSPITALS,NALOXONE,9411,11.0,3.84
ALABAMA,HOSPITALS,OPIUM POWDERED,9639,59.0,304.92
ALABAMA,HOSPITALS,OXYCODONE,9143,145.0,25103.23
ALABAMA,HOSPITALS,OXYMORPHONE,9652,2.0,0.14
ALABAMA,HOSPITALS,PENTOBARBITAL (SCHEDULE 2),2270,11.0,1675.18
ALABAMA,HOSPITALS,REMIFENTANIL,9739,12.0,5.83
ALABAMA,HOSPITALS,SECOBARBITAL (SCHEDULE 2),2315,2.0,27.45
ALABAMA,HOSPITALS,SUFENTANIL BASE,9740,9.0,0.22
ALABAMA,MID-LEVEL PRACTITIONERS,HYDROCODONE,9193,1.0,0.11
ALABAMA,MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),2270,9.0,22764.2
ALABAMA,NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,9064,1.0,19.44
ALABAMA,NARCOTIC TREATMENT PROGRAMS,METHADONE,9250B,15.0,97407.45
ALABAMA,NARCOTIC TREATMENT PROGRAMS,NALOXONE,9411,1.0,4.32
ALABAMA,PHARMACIES,AMPHETAMINE,1100,1215.0,193908.24
ALABAMA,PHARMACIES,BUPRENORPHINE,9064,628.0,6934.84
ALABAMA,PHARMACIES,BUTALBITAL,2165,927.0,47630.0
ALABAMA,PHARMACIES,COCAINE,9041L,6.0,28.03
ALABAMA,PHARMACIES,CODEINE,9050,1230.0,202037.66
ALABAMA,PHARMACIES,D-METHAMPHETAMINE,1105D,55.0,244.11
ALABAMA,PHARMACIES,DIHYDROCODEINE,9120,790.0,7099.74
ALABAMA,PHARMACIES,FENTANYL BASE,9801,1209.0,6798.96
ALABAMA,PHARMACIES,HYDROCODONE,9193,1264.0,866297.43
ALABAMA,PHARMACIES,HYDROMORPHONE,9150,821.0,5799.5
ALABAMA,PHARMACIES,LEVORPHANOL,9220L,36.0,28.35
ALABAMA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,1212.0,136626.89
ALABAMA,PHARMACIES,METHADONE,9250B,1161.0,189554.24
ALABAMA,PHARMACIES,METHYLPHENIDATE,1724,1219.0,278888.64
ALABAMA,PHARMACIES,MORPHINE,9300,1196.0,230810.78
ALABAMA,PHARMACIES,NABILONE,7379,4.0,0.22
ALABAMA,PHARMACIES,NALOXONE,9411,526.0,1300.8
ALABAMA,PHARMACIES,OPIUM POWDERED,9639,133.0,534.96
ALABAMA,PHARMACIES,OXYCODONE,9143,1233.0,507781.56
ALABAMA,PHARMACIES,OXYMORPHONE,9652,221.0,1002.24
ALABAMA,PHARMACIES,PENTOBARBITAL (SCHEDULE 2),2270,2.0,27.33
ALABAMA,PHARMACIES,REMIFENTANIL,9739,1.0,0.05
ALABAMA,PHARMACIES,SECOBARBITAL (SCHEDULE 2),2315,12.0,183.0
ALABAMA,PRACTITIONERS,AMPHETAMINE,1100,1.0,0.73
ALABAMA,PRACTITIONERS,BUPRENORPHINE,9064,14.0,9.81
ALABAMA,PRACTITIONERS,COCAINE,9041L,14.0,72.48
ALABAMA,PRACTITIONERS,CODEINE,9050,200.0,1658.29
ALABAMA,PRACTITIONERS,D-METHAMPHETAMINE,1105D,1.0,4.01
ALABAMA,PRACTITIONERS,DIHYDROCODEINE,9120,178.0,690.3
ALABAMA,PRACTITIONERS,FENTANYL BASE,9801,95.0,38.94
ALABAMA,PRACTITIONERS,HYDROCODONE,9193,1749.0,5166.29
