BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
HOSPITALS,AMPHETAMINE,3935.0,545546.58
HOSPITALS,BUPRENORPHINE,5025.0,115509.98000000003
HOSPITALS,CODEINE,7135.0,462472.4699999999
HOSPITALS,FENTANYL BASE,10138.0,29916.400000000005
HOSPITALS,HYDROCODONE,9319.0,1155101.3900000001
HOSPITALS,HYDROMORPHONE,8619.0,192427.90999999997
HOSPITALS,LISDEXAMFETAMINE,1926.0,135273.63
HOSPITALS,MEPERIDINE (PETHIDINE),6500.0,188909.19
HOSPITALS,METHADONE,5743.0,236381.72
HOSPITALS,METHAMPHETAMINE,28.0,171.97
HOSPITALS,METHYLPHENIDATE (DL;D;L;ISOMERS),5391.0,580711.93
HOSPITALS,MORPHINE,9697.0,1274221.3199999998
HOSPITALS,OXYCODONE,8852.0,1973845.17
HOSPITALS,OXYMORPHONE,579.0,4458.260000000001
HOSPITALS,TAPENTADOL,1341.0,80869.37999999999
MID-LEVEL PRACTITIONERS,AMPHETAMINE,3.0,7.529999999999999
MID-LEVEL PRACTITIONERS,BUPRENORPHINE,62.0,135.53
MID-LEVEL PRACTITIONERS,CODEINE,370.0,2233.7
MID-LEVEL PRACTITIONERS,FENTANYL BASE,1335.0,49.419999999999995
MID-LEVEL PRACTITIONERS,HYDROCODONE,27.0,84.79
MID-LEVEL PRACTITIONERS,HYDROMORPHONE,88.0,11.979999999999997
MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),23.0,112.21000000000001
MID-LEVEL PRACTITIONERS,METHADONE,3.0,46.949999999999996
MID-LEVEL PRACTITIONERS,METHYLPHENIDATE (DL;D;L;ISOMERS),1.0,0.86
MID-LEVEL PRACTITIONERS,MORPHINE,820.0,457.86
MID-LEVEL PRACTITIONERS,OXYCODONE,11.0,142.98999999999998
MID-LEVEL PRACTITIONERS,TAPENTADOL,1.0,10.0
NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,831.0,81130.54999999999
NARCOTIC TREATMENT PROGRAMS,METHADONE,1583.0,11368111.290000001
PHARMACIES,AMPHETAMINE,64973.0,21340409.53
PHARMACIES,BUPRENORPHINE,60254.0,3588355.5700000008
PHARMACIES,CODEINE,66002.0,13454714.220000003
PHARMACIES,FENTANYL BASE,59631.0,219711.19
PHARMACIES,HYDROCODONE,66537.0,21691001.13
PHARMACIES,HYDROMORPHONE,55738.0,955536.2300000001
PHARMACIES,LISDEXAMFETAMINE,60432.0,9572196.570000002
PHARMACIES,MEPERIDINE (PETHIDINE),16922.0,347366.94
PHARMACIES,METHADONE,49371.0,2161326.3699999996
PHARMACIES,METHAMPHETAMINE,1829.0,6551.759999999999
PHARMACIES,METHYLPHENIDATE (DL;D;L;ISOMERS),64241.0,17067203.849999998
PHARMACIES,MORPHINE,61972.0,12617308.240000002
PHARMACIES,OXYCODONE,66390.0,39354889.49
PHARMACIES,OXYMORPHONE,23393.0,563228.3300000002
PHARMACIES,TAPENTADOL,36817.0,4281878.0
PRACTITIONERS,AMPHETAMINE,110.0,2438.12
PRACTITIONERS,BUPRENORPHINE,26975.0,7503.719999999999
PRACTITIONERS,CODEINE,3962.0,111012.90000000001
PRACTITIONERS,FENTANYL BASE,18538.0,2056.4999999999995
PRACTITIONERS,HYDROCODONE,11744.0,48086.92
PRACTITIONERS,HYDROMORPHONE,11192.0,8352.450000000003
PRACTITIONERS,LISDEXAMFETAMINE,51.0,1526.0900000000001
PRACTITIONERS,MEPERIDINE (PETHIDINE),4051.0,40129.16
PRACTITIONERS,METHADONE,702.0,1784.4800000000005
PRACTITIONERS,METHAMPHETAMINE,2.0,8.04
PRACTITIONERS,METHYLPHENIDATE (DL;D;L;ISOMERS),41.0,2753.87
PRACTITIONERS,MORPHINE,8092.0,13223.34
PRACTITIONERS,OXYCODONE,1832.0,14642.630000000001
PRACTITIONERS,OXYMORPHONE,18.0,179.19
PRACTITIONERS,TAPENTADOL,12.0,547.0
TEACHING INSTITUTIONS,AMPHETAMINE,1.0,0.73
TEACHING INSTITUTIONS,BUPRENORPHINE,57.0,7.9
TEACHING INSTITUTIONS,CODEINE,5.0,2144.83
TEACHING INSTITUTIONS,FENTANYL BASE,23.0,13.19
TEACHING INSTITUTIONS,HYDROCODONE,10.0,116.29999999999998
TEACHING INSTITUTIONS,HYDROMORPHONE,20.0,30.469999999999995
TEACHING INSTITUTIONS,MEPERIDINE (PETHIDINE),3.0,7.630000000000001
TEACHING INSTITUTIONS,METHADONE,7.0,135.87
TEACHING INSTITUTIONS,MORPHINE,14.0,212.5
TEACHING INSTITUTIONS,OXYCODONE,1.0,0.45
