STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,ALFENTANIL,9737,3.0,0.25
ALABAMA,HOSPITALS,AMOBARBITAL (SCHEDULE 2),2125,1.0,5.47
ALABAMA,HOSPITALS,AMPHETAMINE,1100,70.0,8261.94
ALABAMA,HOSPITALS,BUPRENORPHINE,9064,86.0,640.89
ALABAMA,HOSPITALS,BUTALBITAL,2165,8.0,85.0
ALABAMA,HOSPITALS,COCAINE,9041L,43.0,160.85
ALABAMA,HOSPITALS,CODEINE,9050,122.0,4771.02
ALABAMA,HOSPITALS,FENTANYL BASE,9801,132.0,568.61
ALABAMA,HOSPITALS,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,2012,1.0,371.52
ALABAMA,HOSPITALS,HYDROCODONE,9193,145.0,52073.42
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,127.0,3122.07
ALABAMA,HOSPITALS,LISDEXAMFETAMINE,1205,28.0,3281.3
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,121.0,20685.03
ALABAMA,HOSPITALS,METHADONE,9250B,113.0,4553.82
ALABAMA,HOSPITALS,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,80.0,7585.24
ALABAMA,HOSPITALS,MORPHINE,9300,144.0,31601.15
ALABAMA,HOSPITALS,OPIUM POWDERED,9639,49.0,242.28
ALABAMA,HOSPITALS,OXYCODONE,9143,140.0,35674.15
ALABAMA,HOSPITALS,OXYMORPHONE,9652,17.0,120.7
ALABAMA,HOSPITALS,PENTOBARBITAL (SCHEDULE 2),2270,6.0,291.65
ALABAMA,HOSPITALS,REMIFENTANIL,9739,17.0,10.65
ALABAMA,HOSPITALS,SUFENTANIL BASE,9740,35.0,1.61
ALABAMA,HOSPITALS,TAPENTADOL,9780,29.0,1536.0
ALABAMA,MID-LEVEL PRACTITIONERS,CODEINE,9050,6.0,3.51
ALABAMA,MID-LEVEL PRACTITIONERS,DIHYDROCODEINE,9120,17.0,9.12
ALABAMA,MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),2270,20.0,30035.19
ALABAMA,NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,9064,9.0,313.98
ALABAMA,NARCOTIC TREATMENT PROGRAMS,METHADONE,9250B,22.0,237028.52
ALABAMA,PHARMACIES,AMPHETAMINE,1100,1365.0,499133.36
ALABAMA,PHARMACIES,BARBITURIC ACID DERIVIATIVE OR SALT [PER 21C,2100,7.0,45.0
ALABAMA,PHARMACIES,BUPRENORPHINE,9064,1295.0,89762.3
ALABAMA,PHARMACIES,BUTALBITAL,2165,846.0,28350.0
ALABAMA,PHARMACIES,CODEINE,9050,1355.0,209741.85
ALABAMA,PHARMACIES,D-METHAMPHETAMINE,1105D,27.0,86.77
ALABAMA,PHARMACIES,DIHYDROCODEINE,9120,529.0,2665.06
ALABAMA,PHARMACIES,DL-METHAMPHETAMINE RACEMIC BASE,1105B,9.0,32.95
ALABAMA,PHARMACIES,FENTANYL BASE,9801,1318.0,6938.8
ALABAMA,PHARMACIES,HYDROCODONE,9193,1393.0,1045556.13
ALABAMA,PHARMACIES,HYDROMORPHONE,9150,1160.0,12108.9
ALABAMA,PHARMACIES,LEVORPHANOL,9220L,21.0,19.85
ALABAMA,PHARMACIES,LISDEXAMFETAMINE,1205,1331.0,281761.32
ALABAMA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,978.0,23217.63
ALABAMA,PHARMACIES,METHADONE,9250B,1190.0,94384.51
ALABAMA,PHARMACIES,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,1343.0,283227.95
ALABAMA,PHARMACIES,MORPHINE,9300,1338.0,306154.66
ALABAMA,PHARMACIES,OPIUM POWDERED,9639,60.0,131.4
ALABAMA,PHARMACIES,OXYCODONE,9143,1374.0,1022679.04
ALABAMA,PHARMACIES,OXYMORPHONE,9652,999.0,37764.33
ALABAMA,PHARMACIES,TAPENTADOL,9780,1162.0,261324.0
ALABAMA,PRACTITIONERS,BUPRENORPHINE,9064,248.0,113.27
ALABAMA,PRACTITIONERS,COCAINE,9041L,11.0,87.14
ALABAMA,PRACTITIONERS,CODEINE,9050,129.0,3076.42
ALABAMA,PRACTITIONERS,DIHYDROCODEINE,9120,266.0,157.46
ALABAMA,PRACTITIONERS,FENTANYL BASE,9801,213.0,50.94
ALABAMA,PRACTITIONERS,HYDROCODONE,9193,142.0,2820.46
ALABAMA,PRACTITIONERS,HYDROMORPHONE,9150,114.0,275.65
ALABAMA,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,130.0,2219.82
ALABAMA,PRACTITIONERS,METHADONE,9250B,7.0,58.87
ALABAMA,PRACTITIONERS,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,1.0,47.04
ALABAMA,PRACTITIONERS,MORPHINE,9300,147.0,1113.74
ALABAMA,PRACTITIONERS,NOROXYMORPHONE,9668,3.0,4.38
ALABAMA,PRACTITIONERS,OPIUM POWDERED,9639,2.0,5.4
ALABAMA,PRACTITIONERS,OXYCODONE,9143,40.0,4593.47
ALABAMA,PRACTITIONERS,OXYMORPHONE,9652,2.0,1.59
ALABAMA,PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),2270,73.0,46386.23
ALABAMA,PRACTITIONERS,REMIFENTANIL,9739,1.0,1.99
ALABAMA,PRACTITIONERS,SUFENTANIL BASE,9740,9.0,6.27
ALABAMA,TEACHING INSTITUTIONS,BUPRENORPHINE,9064,1.0,0.03
ALABAMA,TEACHING INSTITUTIONS,FENTANYL BASE,9801,1.0,0.17
ALABAMA,TEACHING INSTITUTIONS,HYDROMORPHONE,9150,1.0,1.06
ALABAMA,TEACHING INSTITUTIONS,MORPHINE,9300,1.0,0.38
ALASKA,HOSPITALS,ALFENTANIL,9737,2.0,2.07
ALASKA,HOSPITALS,AMPHETAMINE,1100,26.0,6301.59
ALASKA,HOSPITALS,BUPRENORPHINE,9064,28.0,508.76
ALASKA,HOSPITALS,BUTALBITAL,2165,1.0,5.0
ALASKA,HOSPITALS,COCAINE,9041L,12.0,50.28
ALASKA,HOSPITALS,CODEINE,9050,40.0,8695.66
ALASKA,HOSPITALS,FENTANYL BASE,9801,48.0,207.25
ALASKA,HOSPITALS,HYDROCODONE,9193,50.0,6677.63
ALASKA,HOSPITALS,HYDROMORPHONE,9150,37.0,674.64
ALASKA,HOSPITALS,LISDEXAMFETAMINE,1205,17.0,793.73
ALASKA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,33.0,519.09
ALASKA,HOSPITALS,METHADONE,9250B,25.0,1351.08
ALASKA,HOSPITALS,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,31.0,7963.04
ALASKA,HOSPITALS,MORPHINE,9300,47.0,9694.7
ALASKA,HOSPITALS,OPIUM POWDERED,9639,13.0,62.64
ALASKA,HOSPITALS,OXYCODONE,9143,47.0,16824.65
ALASKA,HOSPITALS,OXYMORPHONE,9652,3.0,15.79
ALASKA,HOSPITALS,PENTOBARBITAL (SCHEDULE 2),2270,2.0,1313.33
ALASKA,HOSPITALS,REMIFENTANIL,9739,15.0,10.65
ALASKA,HOSPITALS,SUFENTANIL BASE,9740,6.0,0.03
ALASKA,HOSPITALS,TAPENTADOL,9780,6.0,605.0
ALASKA,MID-LEVEL PRACTITIONERS,CODEINE,9050,2.0,12.16
ALASKA,MID-LEVEL PRACTITIONERS,FENTANYL BASE,9801,2.0,0.0
ALASKA,MID-LEVEL PRACTITIONERS,HYDROCODONE,9193,4.0,6.96
ALASKA,MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,1.0,1.74
ALASKA,MID-LEVEL PRACTITIONERS,MORPHINE,9300,3.0,0.32
ALASKA,MID-LEVEL PRACTITIONERS,OXYCODONE,9143,2.0,2.24
ALASKA,MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),2270,2.0,266.58
ALASKA,MID-LEVEL PRACTITIONERS,REMIFENTANIL,9739,3.0,0.04
