STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,ALFENTANIL,9737,7.0,1.55
ALABAMA,HOSPITALS,AMOBARBITAL (SCHEDULE 2),2125,3.0,91.14
ALABAMA,HOSPITALS,AMPHETAMINE,1100,65.0,4155.98
ALABAMA,HOSPITALS,BUPRENORPHINE,9064,68.0,101.21
ALABAMA,HOSPITALS,BUTALBITAL,2165,18.0,180.0
ALABAMA,HOSPITALS,COCAINE,9041L,57.0,419.04
ALABAMA,HOSPITALS,CODEINE,9050,141.0,12208.09
ALABAMA,HOSPITALS,D-METHAMPHETAMINE,1105D,1.0,2.01
ALABAMA,HOSPITALS,DIHYDROCODEINE,9120,13.0,48.89
ALABAMA,HOSPITALS,FENTANYL BASE,9801,137.0,517.4
ALABAMA,HOSPITALS,HYDROCODONE,9193,151.0,22408.2
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,110.0,2271.3
ALABAMA,HOSPITALS,LEVORPHANOL,9220L,1.0,0.12
ALABAMA,HOSPITALS,LISDEXAMFETAMINE,1205,14.0,509.88
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,135.0,53860.88
ALABAMA,HOSPITALS,METHADONE,9250B,113.0,11996.08
ALABAMA,HOSPITALS,METHYLPHENIDATE,1724,92.0,7215.34
ALABAMA,HOSPITALS,MORPHINE,9300,141.0,45215.68
ALABAMA,HOSPITALS,OPIUM POWDERED,9639,52.0,302.4
ALABAMA,HOSPITALS,OXYCODONE,9143,132.0,24297.16
ALABAMA,HOSPITALS,OXYMORPHONE,9652,3.0,5.45
ALABAMA,HOSPITALS,PENTOBARBITAL (SCHEDULE 2),2270,9.0,795.2
ALABAMA,HOSPITALS,REMIFENTANIL,9739,15.0,8.95
ALABAMA,HOSPITALS,SUFENTANIL BASE,9740,53.0,2.02
ALABAMA,MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),2270,18.0,50078.33
ALABAMA,NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,9064,1.0,67.32
ALABAMA,NARCOTIC TREATMENT PROGRAMS,METHADONE,9250B,15.0,123848.05
ALABAMA,PHARMACIES,AMPHETAMINE,1100,1267.0,228044.03
ALABAMA,PHARMACIES,BUPRENORPHINE,9064,964.0,20962.46
ALABAMA,PHARMACIES,BUTALBITAL,2165,797.0,33050.0
ALABAMA,PHARMACIES,COCAINE,9041L,4.0,9.96
ALABAMA,PHARMACIES,CODEINE,9050,1276.0,197575.64
ALABAMA,PHARMACIES,D-METHAMPHETAMINE,1105D,50.0,196.43
ALABAMA,PHARMACIES,DIHYDROCODEINE,9120,705.0,5579.62
ALABAMA,PHARMACIES,FENTANYL BASE,9801,1262.0,7810.84
ALABAMA,PHARMACIES,HYDROCODONE,9193,1316.0,1061090.95
ALABAMA,PHARMACIES,HYDROMORPHONE,9150,962.0,9027.19
ALABAMA,PHARMACIES,LEVORPHANOL,9220L,24.0,19.59
ALABAMA,PHARMACIES,LISDEXAMFETAMINE,1205,1180.0,70740.36
ALABAMA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,1246.0,121692.12
ALABAMA,PHARMACIES,METHADONE,9250B,1182.0,191058.85
ALABAMA,PHARMACIES,METHYLPHENIDATE,1724,1266.0,268348.52
ALABAMA,PHARMACIES,MORPHINE,9300,1258.0,285208.54
ALABAMA,PHARMACIES,OPIUM POWDERED,9639,64.0,156.6
ALABAMA,PHARMACIES,OXYCODONE,9143,1282.0,617098.19
ALABAMA,PHARMACIES,OXYMORPHONE,9652,698.0,13704.22
ALABAMA,PHARMACIES,PENTOBARBITAL (SCHEDULE 2),2270,4.0,118.48
ALABAMA,PHARMACIES,SECOBARBITAL (SCHEDULE 2),2315,8.0,109.86
ALABAMA,PRACTITIONERS,AMPHETAMINE,1100,3.0,17.62
ALABAMA,PRACTITIONERS,BUPRENORPHINE,9064,179.0,747.1
ALABAMA,PRACTITIONERS,COCAINE,9041L,16.0,100.85
ALABAMA,PRACTITIONERS,CODEINE,9050,70.0,1497.91
ALABAMA,PRACTITIONERS,DIHYDROCODEINE,9120,60.0,36.3
ALABAMA,PRACTITIONERS,FENTANYL BASE,9801,155.0,45.29
ALABAMA,PRACTITIONERS,GAMMA HYDROXYBUTYRIC ACID,2010,1.0,1040.26
ALABAMA,PRACTITIONERS,HYDROCODONE,9193,851.0,4142.47
ALABAMA,PRACTITIONERS,HYDROMORPHONE,9150,51.0,138.93
ALABAMA,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,153.0,5874.89
ALABAMA,PRACTITIONERS,MORPHINE,9300,122.0,275.45
ALABAMA,PRACTITIONERS,OPIUM POWDERED,9639,2.0,2.52
ALABAMA,PRACTITIONERS,OXYCODONE,9143,28.0,124.83
ALABAMA,PRACTITIONERS,OXYMORPHONE,9652,2.0,0.02
ALABAMA,PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),2270,68.0,87479.32
ALABAMA,PRACTITIONERS,PHENDIMETRAZINE,1615,1.0,29.42
ALABAMA,PRACTITIONERS,REMIFENTANIL,9739,1.0,2.23
ALABAMA,PRACTITIONERS,SUFENTANIL BASE,9740,2.0,2.14
ALABAMA,TEACHING INSTITUTIONS,BUPRENORPHINE,9064,1.0,0.06
ALABAMA,TEACHING INSTITUTIONS,D-METHAMPHETAMINE,1105D,1.0,1.0
ALABAMA,TEACHING INSTITUTIONS,FENTANYL BASE,9801,1.0,0.18
ALABAMA,TEACHING INSTITUTIONS,HYDROMORPHONE,9150,1.0,0.82
ALABAMA,TEACHING INSTITUTIONS,MORPHINE,9300,2.0,2.71
ALABAMA,TEACHING INSTITUTIONS,PENTOBARBITAL (SCHEDULE 2),2270,1.0,4.56
ALASKA,HOSPITALS,ALFENTANIL,9737,2.0,1.16
ALASKA,HOSPITALS,AMPHETAMINE,1100,19.0,2137.12
ALASKA,HOSPITALS,BUPRENORPHINE,9064,9.0,6.56
ALASKA,HOSPITALS,COCAINE,9041L,17.0,96.42
ALASKA,HOSPITALS,CODEINE,9050,39.0,15168.54
ALASKA,HOSPITALS,FENTANYL BASE,9801,37.0,284.74
ALASKA,HOSPITALS,HYDROCODONE,9193,41.0,8035.1
ALASKA,HOSPITALS,HYDROMORPHONE,9150,23.0,368.18
ALASKA,HOSPITALS,LISDEXAMFETAMINE,1205,3.0,45.67
ALASKA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,33.0,2563.95
ALASKA,HOSPITALS,METHADONE,9250B,24.0,2562.88
ALASKA,HOSPITALS,METHYLPHENIDATE,1724,28.0,7506.56
ALASKA,HOSPITALS,MORPHINE,9300,40.0,15754.37
ALASKA,HOSPITALS,OPIUM POWDERED,9639,12.0,34.56
ALASKA,HOSPITALS,OXYCODONE,9143,37.0,14457.58
ALASKA,HOSPITALS,OXYMORPHONE,9652,1.0,0.89
ALASKA,HOSPITALS,PENTOBARBITAL (SCHEDULE 2),2270,5.0,312.61
ALASKA,HOSPITALS,REMIFENTANIL,9739,9.0,6.57
ALASKA,HOSPITALS,SUFENTANIL BASE,9740,8.0,0.05
ALASKA,MID-LEVEL PRACTITIONERS,CODEINE,9050,7.0,125.05
ALASKA,MID-LEVEL PRACTITIONERS,DIHYDROCODEINE,9120,1.0,0.0
ALASKA,MID-LEVEL PRACTITIONERS,HYDROCODONE,9193,12.0,164.75
ALASKA,MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,3.0,4.79
ALASKA,MID-LEVEL PRACTITIONERS,MORPHINE,9300,2.0,0.29
ALASKA,MID-LEVEL PRACTITIONERS,OXYCODONE,9143,1.0,0.9
ALASKA,MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),2270,2.0,4517.99
ALASKA,NARCOTIC TREATMENT PROGRAMS,METHADONE,9250B,2.0,4891.26
ALASKA,PHARMACIES,AMPHETAMINE,1100,90.0,12792.68
ALASKA,PHARMACIES,BUPRENORPHINE,9064,64.0,1705.39
ALASKA,PHARMACIES,BUTALBITAL,2165,54.0,3055.0
ALASKA,PHARMACIES,CODEINE,9050,91.0,27607.39
ALASKA,PHARMACIES,D-METHAMPHETAMINE,1105D,7.0,36.55
ALASKA,PHARMACIES,DIHYDROCODEINE,9120,1.0,12.82
ALASKA,PHARMACIES,FENTANYL BASE,9801,94.0,968.96
ALASKA,PHARMACIES,HYDROCODONE,9193,93.0,49832.07
ALASKA,PHARMACIES,HYDROMORPHONE,9150,80.0,1983.77
ALASKA,PHARMACIES,LEVORPHANOL,9220L,1.0,2.81
ALASKA,PHARMACIES,LISDEXAMFETAMINE,1205,58.0,1247.54
ALASKA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,78.0,10833.62
ALASKA,PHARMACIES,METHADONE,9250B,83.0,25894.76
ALASKA,PHARMACIES,METHYLPHENIDATE,1724,91.0,21965.07
ALASKA,PHARMACIES,MORPHINE,9300,94.0,45657.49
ALASKA,PHARMACIES,OPIUM POWDERED,9639,7.0,129.24
ALASKA,PHARMACIES,OXYCODONE,9143,95.0,99157.26
ALASKA,PHARMACIES,OXYMORPHONE,9652,23.0,300.86
ALASKA,PHARMACIES,PENTOBARBITAL (SCHEDULE 2),2270,1.0,45.57
ALASKA,PHARMACIES,REMIFENTANIL,9739,1.0,0.12
ALASKA,PRACTITIONERS,AMPHETAMINE,1100,3.0,62.01
ALASKA,PRACTITIONERS,BUPRENORPHINE,9064,61.0,47.32
ALASKA,PRACTITIONERS,BUTALBITAL,2165,1.0,30.0
ALASKA,PRACTITIONERS,COCAINE,9041L,2.0,8.29
