BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
HOSPITALS,ALFENTANIL,1137.0,370.04999999999995
HOSPITALS,AMOBARBITAL (SCHEDULE 2),158.0,2123.6000000000004
HOSPITALS,AMPHETAMINE,3320.0,222779.59000000003
HOSPITALS,BUPRENORPHINE,3082.0,28031.550000000003
HOSPITALS,BUTALBITAL,955.0,19339.5
HOSPITALS,COCAINE,4399.0,47317.6
HOSPITALS,CODEINE,7807.0,1502491.8099999998
HOSPITALS,D-METHAMPHETAMINE,72.0,349.17999999999995
HOSPITALS,DIAZEPAM,1.0,0.05
HOSPITALS,DIHYDROCODEINE,220.0,783.2900000000001
HOSPITALS,ECGONINE,1.0,0.0
HOSPITALS,FENTANYL BASE,9440.0,48822.189999999995
HOSPITALS,GAMMA HYDROXYBUTYRIC ACID,3.0,16569.79
HOSPITALS,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,2.0,6097.28
HOSPITALS,HYDROCODONE,8901.0,1451288.2399999998
HOSPITALS,HYDROMORPHONE,7066.0,246399.02000000002
HOSPITALS,LEVORPHANOL,104.0,182.38999999999996
HOSPITALS,LISDEXAMFETAMINE,922.0,24079.870000000003
HOSPITALS,LORAZEPAM,13.0,5.6
HOSPITALS,MEPERIDINE (PETHIDINE),8212.0,1081735.11
HOSPITALS,METHADONE,5807.0,612558.5600000002
HOSPITALS,METHYLPHENIDATE,5484.0,579775.55
HOSPITALS,MORPHINE,9122.0,2955670.4900000007
HOSPITALS,NABILONE,28.0,5.0600000000000005
HOSPITALS,OPIUM POWDERED,3482.0,19770.399999999998
HOSPITALS,OXYCODONE,8174.0,2578257.3800000004
HOSPITALS,OXYMORPHONE,540.0,5742.650000000001
HOSPITALS,PENTOBARBITAL (SCHEDULE 2),1105.0,411539.8100000001
HOSPITALS,PHENCYCLIDINE (PCP),2.0,0.6
HOSPITALS,PHENOBARBITAL,7.0,45.0
HOSPITALS,REMIFENTANIL,1630.0,835.2799999999999
HOSPITALS,SECOBARBITAL (SCHEDULE 2),80.0,997.9999999999999
HOSPITALS,SUFENTANIL BASE,2647.0,79.84000000000002
HOSPITALS,"TETRAHYDROCANNABINOL,SYNTHETIC",1.0,0.1
MID-LEVEL PRACTITIONERS,AMPHETAMINE,2.0,9.38
MID-LEVEL PRACTITIONERS,BUPRENORPHINE,32.0,4.76
MID-LEVEL PRACTITIONERS,BUTALBITAL,1.0,5.0
MID-LEVEL PRACTITIONERS,CODEINE,119.0,2160.6000000000004
