STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,COCAINE,9041L,57.0,555.56
ALABAMA,HOSPITALS,CODEINE,9050,154.0,23628.74
ALABAMA,HOSPITALS,D-AMPHETAMINE BASE,1100D,64.0,1534.13
ALABAMA,HOSPITALS,D-METHAMPHETAMINE,1105D,1.0,13.23
ALABAMA,HOSPITALS,DL-AMPHETAMINE BASE,1100B,55.0,1154.28
ALABAMA,HOSPITALS,FENTANYL BASE,9801,142.0,539.36
ALABAMA,HOSPITALS,HYDROCODONE,9193,160.0,17387.23
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,115.0,1476.14
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,138.0,79349.33
ALABAMA,HOSPITALS,METHADONE,9250B,105.0,8030.95
ALABAMA,HOSPITALS,METHYLPHENIDATE,1724,94.0,5413.99
ALABAMA,HOSPITALS,MORPHINE,9300,144.0,37294.51
ALABAMA,HOSPITALS,OXYCODONE,9143,141.0,22419.33
ALABAMA,PHARMACIES,COCAINE,9041L,7.0,42.44
ALABAMA,PHARMACIES,CODEINE,9050,1202.0,248405.39
ALABAMA,PHARMACIES,D-AMPHETAMINE BASE,1100D,1184.0,74129.63
ALABAMA,PHARMACIES,D-METHAMPHETAMINE,1105D,57.0,221.81
ALABAMA,PHARMACIES,DL-AMPHETAMINE BASE,1100B,1181.0,57362.96
ALABAMA,PHARMACIES,FENTANYL BASE,9801,1166.0,4873.15
ALABAMA,PHARMACIES,HYDROCODONE,9193,1230.0,661493.45
ALABAMA,PHARMACIES,HYDROMORPHONE,9150,672.0,4894.85
ALABAMA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,1168.0,121572.74
ALABAMA,PHARMACIES,METHADONE,9250B,1070.0,119870.92
ALABAMA,PHARMACIES,METHYLPHENIDATE,1724,1188.0,207431.52
ALABAMA,PHARMACIES,MORPHINE,9300,1156.0,146171.68
ALABAMA,PHARMACIES,OXYCODONE,9143,1204.0,388116.39
ALABAMA,PRACTITIONERS,COCAINE,9041L,13.0,102.44
ALABAMA,PRACTITIONERS,CODEINE,9050,39.0,2593.03
ALABAMA,PRACTITIONERS,D-AMPHETAMINE BASE,1100D,1.0,0.73
ALABAMA,PRACTITIONERS,FENTANYL BASE,9801,85.0,14.24
ALABAMA,PRACTITIONERS,HYDROCODONE,9193,2249.0,7924.49
ALABAMA,PRACTITIONERS,HYDROMORPHONE,9150,19.0,4.84
ALABAMA,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,110.0,4191.84
ALABAMA,PRACTITIONERS,MORPHINE,9300,63.0,729.13
ALABAMA,PRACTITIONERS,OXYCODONE,9143,15.0,135.97
ALABAMA,TEACHING INSTITUTIONS,CODEINE,9050,1.0,7.36
ALABAMA,TEACHING INSTITUTIONS,FENTANYL BASE,9801,1.0,0.03
ALABAMA,TEACHING INSTITUTIONS,MORPHINE,9300,1.0,6.83
ALASKA,HOSPITALS,COCAINE,9041L,19.0,156.73
ALASKA,HOSPITALS,CODEINE,9050,39.0,15870.4
ALASKA,HOSPITALS,D-AMPHETAMINE BASE,1100D,18.0,882.53
ALASKA,HOSPITALS,D-METHAMPHETAMINE,1105D,2.0,18.01
ALASKA,HOSPITALS,DL-AMPHETAMINE BASE,1100B,15.0,465.31
ALASKA,HOSPITALS,FENTANYL BASE,9801,33.0,193.27
ALASKA,HOSPITALS,HYDROCODONE,9193,38.0,4397.56
ALASKA,HOSPITALS,HYDROMORPHONE,9150,17.0,145.4
ALASKA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,37.0,8560.25
ALASKA,HOSPITALS,METHADONE,9250B,23.0,1447.48
ALASKA,HOSPITALS,METHYLPHENIDATE,1724,28.0,5943.84
ALASKA,HOSPITALS,MORPHINE,9300,37.0,12545.76
ALASKA,HOSPITALS,OXYCODONE,9143,38.0,10610.59
ALASKA,PHARMACIES,COCAINE,9041L,4.0,15.51
ALASKA,PHARMACIES,CODEINE,9050,85.0,31933.2
ALASKA,PHARMACIES,D-AMPHETAMINE BASE,1100D,83.0,7352.22
ALASKA,PHARMACIES,D-METHAMPHETAMINE,1105D,10.0,44.01
ALASKA,PHARMACIES,DL-AMPHETAMINE BASE,1100B,82.0,3617.96
ALASKA,PHARMACIES,FENTANYL BASE,9801,82.0,694.1
ALASKA,PHARMACIES,HYDROCODONE,9193,88.0,36279.31
ALASKA,PHARMACIES,HYDROMORPHONE,9150,61.0,1961.41
ALASKA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,79.0,19871.25
ALASKA,PHARMACIES,METHADONE,9250B,76.0,22347.47
ALASKA,PHARMACIES,METHYLPHENIDATE,1724,86.0,19864.27
ALASKA,PHARMACIES,MORPHINE,9300,85.0,29464.2
ALASKA,PHARMACIES,OXYCODONE,9143,89.0,88212.61
ALASKA,PRACTITIONERS,CODEINE,9050,24.0,971.76
ALASKA,PRACTITIONERS,D-AMPHETAMINE BASE,1100D,1.0,39.03
ALASKA,PRACTITIONERS,DL-AMPHETAMINE BASE,1100B,1.0,7.23
ALASKA,PRACTITIONERS,FENTANYL BASE,9801,38.0,8.78
ALASKA,PRACTITIONERS,HYDROCODONE,9193,79.0,510.47
ALASKA,PRACTITIONERS,HYDROMORPHONE,9150,5.0,5.51
ALASKA,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,23.0,424.65
ALASKA,PRACTITIONERS,METHADONE,9250B,1.0,103.94
ALASKA,PRACTITIONERS,METHYLPHENIDATE,1724,2.0,34.87
ALASKA,PRACTITIONERS,MORPHINE,9300,36.0,197.02
ALASKA,PRACTITIONERS,OXYCODONE,9143,5.0,964.23
AMERICAN SAMOA,HOSPITALS,CODEINE,9050,1.0,3178.01
AMERICAN SAMOA,HOSPITALS,FENTANYL BASE,9801,1.0,0.28
AMERICAN SAMOA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,1.0,723.33
AMERICAN SAMOA,HOSPITALS,METHYLPHENIDATE,1724,1.0,5.18
AMERICAN SAMOA,HOSPITALS,MORPHINE,9300,1.0,88.49
AMERICAN SAMOA,HOSPITALS,OXYCODONE,9143,1.0,131.67
ARIZONA,HOSPITALS,COCAINE,9041L,59.0,723.8
ARIZONA,HOSPITALS,CODEINE,9050,136.0,68220.28
ARIZONA,HOSPITALS,D-AMPHETAMINE BASE,1100D,68.0,2575.96
ARIZONA,HOSPITALS,DL-AMPHETAMINE BASE,1100B,56.0,1110.07
ARIZONA,HOSPITALS,FENTANYL BASE,9801,110.0,526.22
ARIZONA,HOSPITALS,HYDROCODONE,9193,120.0,14939.44
ARIZONA,HOSPITALS,HYDROMORPHONE,9150,76.0,2374.56
ARIZONA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,121.0,50248.43
ARIZONA,HOSPITALS,METHADONE,9250B,92.0,11504.37
ARIZONA,HOSPITALS,METHYLPHENIDATE,1724,97.0,12234.78
ARIZONA,HOSPITALS,MORPHINE,9300,133.0,92592.78
ARIZONA,HOSPITALS,OXYCODONE,9143,125.0,65172.88
ARIZONA,PHARMACIES,COCAINE,9041L,15.0,98.53
ARIZONA,PHARMACIES,CODEINE,9050,895.0,371520.83
ARIZONA,PHARMACIES,D-AMPHETAMINE BASE,1100D,862.0,64960.07
ARIZONA,PHARMACIES,D-METHAMPHETAMINE,1105D,79.0,511.53
ARIZONA,PHARMACIES,DL-AMPHETAMINE BASE,1100B,853.0,44083.88
ARIZONA,PHARMACIES,FENTANYL BASE,9801,878.0,4434.58
ARIZONA,PHARMACIES,HYDROCODONE,9193,908.0,325286.81
ARIZONA,PHARMACIES,HYDROMORPHONE,9150,664.0,7843.13
ARIZONA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,838.0,61767.76
ARIZONA,PHARMACIES,METHADONE,9250B,796.0,66176.02
ARIZONA,PHARMACIES,METHYLPHENIDATE,1724,874.0,178189.0
ARIZONA,PHARMACIES,MORPHINE,9300,892.0,391148.24
ARIZONA,PHARMACIES,OXYCODONE,9143,890.0,663308.46
ARIZONA,PRACTITIONERS,COCAINE,9041L,38.0,211.99
ARIZONA,PRACTITIONERS,CODEINE,9050,118.0,3938.14
ARIZONA,PRACTITIONERS,D-AMPHETAMINE BASE,1100D,2.0,9.67
ARIZONA,PRACTITIONERS,DL-AMPHETAMINE BASE,1100B,2.0,8.99
ARIZONA,PRACTITIONERS,FENTANYL BASE,9801,243.0,41.87
ARIZONA,PRACTITIONERS,HYDROCODONE,9193,1112.0,3280.48
ARIZONA,PRACTITIONERS,HYDROMORPHONE,9150,47.0,28.15
ARIZONA,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,194.0,4317.11
ARIZONA,PRACTITIONERS,METHADONE,9250B,1.0,70.79
ARIZONA,PRACTITIONERS,METHYLPHENIDATE,1724,3.0,18.21
ARIZONA,PRACTITIONERS,MORPHINE,9300,196.0,422.34
ARIZONA,PRACTITIONERS,OXYCODONE,9143,38.0,257.98
ARKANSAS,HOSPITALS,COCAINE,9041L,52.0,571.99
ARKANSAS,HOSPITALS,CODEINE,9050,111.0,13745.65
ARKANSAS,HOSPITALS,D-AMPHETAMINE BASE,1100D,36.0,648.58
ARKANSAS,HOSPITALS,DL-AMPHETAMINE BASE,1100B,30.0,462.24
ARKANSAS,HOSPITALS,FENTANYL BASE,9801,118.0,361.04
ARKANSAS,HOSPITALS,HYDROCODONE,9193,121.0,6104.9
ARKANSAS,HOSPITALS,HYDROMORPHONE,9150,80.0,835.76
