STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,BUPRENORPHINE,9064,48.0,36.58
ALABAMA,HOSPITALS,COCAINE,9041L,62.0,487.46
ALABAMA,HOSPITALS,CODEINE,9050,138.0,17834.22
ALABAMA,HOSPITALS,D-AMPHETAMINE BASE,1100D,57.0,1578.84
ALABAMA,HOSPITALS,DL-AMPHETAMINE BASE,1100B,54.0,1274.38
ALABAMA,HOSPITALS,FENTANYL BASE,9801,141.0,581.84
ALABAMA,HOSPITALS,HYDROCODONE,9193,156.0,17479.57
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,109.0,1124.79
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,140.0,67140.04
ALABAMA,HOSPITALS,METHADONE,9250B,114.0,9703.09
ALABAMA,HOSPITALS,METHYLPHENIDATE,1724,102.0,5906.88
ALABAMA,HOSPITALS,MORPHINE,9300,143.0,35357.2
ALABAMA,HOSPITALS,OXYCODONE,9143,136.0,23282.94
ALABAMA,PHARMACIES,BUPRENORPHINE,9064,414.0,3221.09
ALABAMA,PHARMACIES,COCAINE,9041L,5.0,11.79
ALABAMA,PHARMACIES,CODEINE,9050,1239.0,212463.15
ALABAMA,PHARMACIES,D-AMPHETAMINE BASE,1100D,1225.0,89019.43
ALABAMA,PHARMACIES,DL-AMPHETAMINE BASE,1100B,1222.0,72310.94
ALABAMA,PHARMACIES,FENTANYL BASE,9801,1207.0,5962.44
ALABAMA,PHARMACIES,HYDROCODONE,9193,1275.0,774607.32
ALABAMA,PHARMACIES,HYDROMORPHONE,9150,840.0,6618.2
ALABAMA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,1222.0,126099.02
ALABAMA,PHARMACIES,METHADONE,9250B,1154.0,162393.33
ALABAMA,PHARMACIES,METHYLPHENIDATE,1724,1231.0,248481.28
ALABAMA,PHARMACIES,MORPHINE,9300,1214.0,191798.57
ALABAMA,PHARMACIES,OXYCODONE,9143,1241.0,414936.55
ALABAMA,PRACTITIONERS,BUPRENORPHINE,9064,78.0,7.4
ALABAMA,PRACTITIONERS,COCAINE,9041L,14.0,57.87
ALABAMA,PRACTITIONERS,CODEINE,9050,284.0,3909.39
ALABAMA,PRACTITIONERS,D-AMPHETAMINE BASE,1100D,1.0,2.93
ALABAMA,PRACTITIONERS,FENTANYL BASE,9801,122.0,25.49
ALABAMA,PRACTITIONERS,HYDROCODONE,9193,1912.0,6057.46
ALABAMA,PRACTITIONERS,HYDROMORPHONE,9150,21.0,116.73
ALABAMA,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,126.0,4178.51
ALABAMA,PRACTITIONERS,METHADONE,9250B,1.0,4.47
ALABAMA,PRACTITIONERS,MORPHINE,9300,83.0,917.74
ALABAMA,PRACTITIONERS,OXYCODONE,9143,21.0,177.74
ALABAMA,TEACHING INSTITUTIONS,BUPRENORPHINE,9064,1.0,0.0
ALABAMA,TEACHING INSTITUTIONS,FENTANYL BASE,9801,1.0,0.47
ALABAMA,TEACHING INSTITUTIONS,MORPHINE,9300,1.0,1.8
ALASKA,HOSPITALS,BUPRENORPHINE,9064,6.0,0.26
ALASKA,HOSPITALS,COCAINE,9041L,18.0,117.61
ALASKA,HOSPITALS,CODEINE,9050,36.0,15740.38
ALASKA,HOSPITALS,D-AMPHETAMINE BASE,1100D,17.0,1018.2
ALASKA,HOSPITALS,DL-AMPHETAMINE BASE,1100B,15.0,649.8
ALASKA,HOSPITALS,FENTANYL BASE,9801,35.0,236.55
ALASKA,HOSPITALS,HYDROCODONE,9193,37.0,5592.62
ALASKA,HOSPITALS,HYDROMORPHONE,9150,19.0,320.56
ALASKA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,35.0,4535.06
ALASKA,HOSPITALS,METHADONE,9250B,21.0,2038.4
ALASKA,HOSPITALS,METHYLPHENIDATE,1724,26.0,7341.92
ALASKA,HOSPITALS,MORPHINE,9300,36.0,14035.02
ALASKA,HOSPITALS,OXYCODONE,9143,36.0,11795.42
ALASKA,PHARMACIES,BUPRENORPHINE,9064,32.0,424.41
ALASKA,PHARMACIES,COCAINE,9041L,2.0,4.89
ALASKA,PHARMACIES,CODEINE,9050,90.0,28050.89
ALASKA,PHARMACIES,D-AMPHETAMINE BASE,1100D,84.0,7208.45
ALASKA,PHARMACIES,DL-AMPHETAMINE BASE,1100B,81.0,4177.83
ALASKA,PHARMACIES,FENTANYL BASE,9801,88.0,808.45
ALASKA,PHARMACIES,HYDROCODONE,9193,89.0,39198.21
ALASKA,PHARMACIES,HYDROMORPHONE,9150,67.0,1610.07
ALASKA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,75.0,14308.89
ALASKA,PHARMACIES,METHADONE,9250B,82.0,25719.79
ALASKA,PHARMACIES,METHYLPHENIDATE,1724,85.0,20836.45
ALASKA,PHARMACIES,MORPHINE,9300,89.0,37709.56
ALASKA,PHARMACIES,OXYCODONE,9143,88.0,81238.51
ALASKA,PRACTITIONERS,BUPRENORPHINE,9064,35.0,2.48
ALASKA,PRACTITIONERS,CODEINE,9050,26.0,895.01
ALASKA,PRACTITIONERS,D-AMPHETAMINE BASE,1100D,3.0,28.59
ALASKA,PRACTITIONERS,DL-AMPHETAMINE BASE,1100B,3.0,9.67
ALASKA,PRACTITIONERS,FENTANYL BASE,9801,33.0,6.69
ALASKA,PRACTITIONERS,HYDROCODONE,9193,80.0,473.51
ALASKA,PRACTITIONERS,HYDROMORPHONE,9150,10.0,3.16
ALASKA,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,27.0,346.23
ALASKA,PRACTITIONERS,METHADONE,9250B,3.0,96.3
ALASKA,PRACTITIONERS,METHYLPHENIDATE,1724,3.0,47.97
ALASKA,PRACTITIONERS,MORPHINE,9300,47.0,214.42
ALASKA,PRACTITIONERS,OXYCODONE,9143,7.0,447.53
AMERICAN SAMOA,HOSPITALS,CODEINE,9050,1.0,2678.61
AMERICAN SAMOA,HOSPITALS,FENTANYL BASE,9801,1.0,0.13
AMERICAN SAMOA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,1.0,531.61
AMERICAN SAMOA,HOSPITALS,METHYLPHENIDATE,1724,1.0,10.37
AMERICAN SAMOA,HOSPITALS,MORPHINE,9300,1.0,60.57
AMERICAN SAMOA,HOSPITALS,OXYCODONE,9143,1.0,356.74
ARIZONA,HOSPITALS,BUPRENORPHINE,9064,28.0,206.98
ARIZONA,HOSPITALS,COCAINE,9041L,61.0,723.62
ARIZONA,HOSPITALS,CODEINE,9050,131.0,57805.88
ARIZONA,HOSPITALS,D-AMPHETAMINE BASE,1100D,77.0,2291.44
ARIZONA,HOSPITALS,DL-AMPHETAMINE BASE,1100B,67.0,1372.02
ARIZONA,HOSPITALS,FENTANYL BASE,9801,120.0,687.84
ARIZONA,HOSPITALS,HYDROCODONE,9193,128.0,14822.8
ARIZONA,HOSPITALS,HYDROMORPHONE,9150,92.0,2896.16
ARIZONA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,119.0,40201.16
ARIZONA,HOSPITALS,METHADONE,9250B,104.0,15154.44
ARIZONA,HOSPITALS,METHYLPHENIDATE,1724,103.0,14994.55
ARIZONA,HOSPITALS,MORPHINE,9300,143.0,109148.07
ARIZONA,HOSPITALS,OXYCODONE,9143,135.0,76035.92
ARIZONA,PHARMACIES,BUPRENORPHINE,9064,399.0,1943.96
ARIZONA,PHARMACIES,COCAINE,9041L,15.0,99.96
ARIZONA,PHARMACIES,CODEINE,9050,987.0,333665.69
ARIZONA,PHARMACIES,D-AMPHETAMINE BASE,1100D,969.0,82695.54
ARIZONA,PHARMACIES,DL-AMPHETAMINE BASE,1100B,963.0,61256.35
ARIZONA,PHARMACIES,FENTANYL BASE,9801,971.0,8302.19
ARIZONA,PHARMACIES,HYDROCODONE,9193,996.0,381985.66
ARIZONA,PHARMACIES,HYDROMORPHONE,9150,838.0,11603.04
ARIZONA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,907.0,57161.68
ARIZONA,PHARMACIES,METHADONE,9250B,925.0,94562.64
ARIZONA,PHARMACIES,METHYLPHENIDATE,1724,970.0,257888.37
ARIZONA,PHARMACIES,MORPHINE,9300,991.0,538403.37
ARIZONA,PHARMACIES,OXYCODONE,9143,987.0,868950.83
ARIZONA,PRACTITIONERS,BUPRENORPHINE,9064,257.0,46.63
ARIZONA,PRACTITIONERS,COCAINE,9041L,38.0,148.97
ARIZONA,PRACTITIONERS,CODEINE,9050,122.0,3519.8
ARIZONA,PRACTITIONERS,D-AMPHETAMINE BASE,1100D,1.0,0.64
ARIZONA,PRACTITIONERS,DL-AMPHETAMINE BASE,1100B,1.0,0.61
ARIZONA,PRACTITIONERS,FENTANYL BASE,9801,321.0,42.69
ARIZONA,PRACTITIONERS,HYDROCODONE,9193,642.0,3167.68
ARIZONA,PRACTITIONERS,HYDROMORPHONE,9150,99.0,32.45
ARIZONA,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,230.0,6415.59
ARIZONA,PRACTITIONERS,METHYLPHENIDATE,1724,1.0,5.95
ARIZONA,PRACTITIONERS,MORPHINE,9300,239.0,611.32
ARIZONA,PRACTITIONERS,OXYCODONE,9143,46.0,298.83
ARKANSAS,HOSPITALS,BUPRENORPHINE,9064,35.0,29.48
ARKANSAS,HOSPITALS,COCAINE,9041L,47.0,322.86
ARKANSAS,HOSPITALS,CODEINE,9050,109.0,12199.94
ARKANSAS,HOSPITALS,D-AMPHETAMINE BASE,1100D,35.0,677.35
ARKANSAS,HOSPITALS,DL-AMPHETAMINE BASE,1100B,33.0,503.64
ARKANSAS,HOSPITALS,FENTANYL BASE,9801,124.0,482.04
ARKANSAS,HOSPITALS,HYDROCODONE,9193,127.0,16651.59
ARKANSAS,HOSPITALS,HYDROMORPHONE,9150,84.0,1256.03
ARKANSAS,HOSPITALS,MEPERIDINE (PETHIDINE),9230,119.0,39178.2
ARKANSAS,HOSPITALS,METHADONE,9250B,80.0,7880.78
ARKANSAS,HOSPITALS,METHYLPHENIDATE,1724,78.0,3523.89
ARKANSAS,HOSPITALS,MORPHINE,9300,119.0,37592.18
ARKANSAS,HOSPITALS,OXYCODONE,9143,118.0,83999.03
ARKANSAS,PHARMACIES,BUPRENORPHINE,9064,66.0,82.24
ARKANSAS,PHARMACIES,COCAINE,9041L,9.0,32.79
ARKANSAS,PHARMACIES,CODEINE,9050,731.0,116304.65
ARKANSAS,PHARMACIES,D-AMPHETAMINE BASE,1100D,716.0,38144.82
ARKANSAS,PHARMACIES,DL-AMPHETAMINE BASE,1100B,714.0,31620.81
ARKANSAS,PHARMACIES,FENTANYL BASE,9801,720.0,2939.45
ARKANSAS,PHARMACIES,HYDROCODONE,9193,746.0,310961.02
ARKANSAS,PHARMACIES,HYDROMORPHONE,9150,535.0,5809.73
ARKANSAS,PHARMACIES,MEPERIDINE (PETHIDINE),9230,720.0,94158.84
ARKANSAS,PHARMACIES,METHADONE,9250B,692.0,62879.25
ARKANSAS,PHARMACIES,METHYLPHENIDATE,1724,721.0,154235.54
ARKANSAS,PHARMACIES,MORPHINE,9300,707.0,97853.78
ARKANSAS,PHARMACIES,OXYCODONE,9143,730.0,215104.48
ARKANSAS,PRACTITIONERS,BUPRENORPHINE,9064,50.0,0.06
ARKANSAS,PRACTITIONERS,COCAINE,9041L,7.0,31.8
ARKANSAS,PRACTITIONERS,CODEINE,9050,45.0,432.83
ARKANSAS,PRACTITIONERS,D-AMPHETAMINE BASE,1100D,3.0,43.13
ARKANSAS,PRACTITIONERS,DL-AMPHETAMINE BASE,1100B,3.0,40.14
ARKANSAS,PRACTITIONERS,FENTANYL BASE,9801,62.0,21.88
ARKANSAS,PRACTITIONERS,HYDROCODONE,9193,797.0,889.08
ARKANSAS,PRACTITIONERS,HYDROMORPHONE,9150,19.0,332.51
ARKANSAS,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,70.0,2056.81
ARKANSAS,PRACTITIONERS,METHADONE,9250B,1.0,8.58
ARKANSAS,PRACTITIONERS,METHYLPHENIDATE,1724,1.0,367.67
ARKANSAS,PRACTITIONERS,MORPHINE,9300,82.0,3097.84
