STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,AMPHETAMINE,1100,72.0,9039.1
ALABAMA,HOSPITALS,BUPRENORPHINE,9064,104.0,1328.62
ALABAMA,HOSPITALS,CODEINE,9050,119.0,4432.93
ALABAMA,HOSPITALS,FENTANYL BASE,9801,133.0,399.07
ALABAMA,HOSPITALS,HYDROCODONE,9193,150.0,37594.01
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,137.0,2070.27
ALABAMA,HOSPITALS,LISDEXAMFETAMINE,1205,29.0,3126.36
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,121.0,10171.58
ALABAMA,HOSPITALS,METHADONE,9250B,114.0,2855.82
ALABAMA,HOSPITALS,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,85.0,7151.88
ALABAMA,HOSPITALS,MORPHINE,9300,148.0,20769.91
ALABAMA,HOSPITALS,OXYCODONE,9143,148.0,31567.1
ALABAMA,HOSPITALS,OXYMORPHONE,9652,6.0,25.42
ALABAMA,HOSPITALS,TAPENTADOL,9780,30.0,921.5
ALABAMA,MID-LEVEL PRACTITIONERS,BUPRENORPHINE,9064,1.0,2.64
ALABAMA,MID-LEVEL PRACTITIONERS,CODEINE,9050,2.0,2.17
ALABAMA,NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,9064,10.0,363.25
ALABAMA,NARCOTIC TREATMENT PROGRAMS,METHADONE,9250B,26.0,227442.79
ALABAMA,PHARMACIES,AMPHETAMINE,1100,1345.0,535561.66
ALABAMA,PHARMACIES,BUPRENORPHINE,9064,1273.0,113904.52
ALABAMA,PHARMACIES,CODEINE,9050,1326.0,195634.76
ALABAMA,PHARMACIES,FENTANYL BASE,9801,1279.0,4143.9
ALABAMA,PHARMACIES,HYDROCODONE,9193,1368.0,815499.1
ALABAMA,PHARMACIES,HYDROMORPHONE,9150,1041.0,8368.91
ALABAMA,PHARMACIES,LISDEXAMFETAMINE,1205,1317.0,280699.35
ALABAMA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,767.0,13421.54
ALABAMA,PHARMACIES,METHADONE,9250B,1105.0,56126.37
ALABAMA,PHARMACIES,METHAMPHETAMINE,1105,33.0,135.81
ALABAMA,PHARMACIES,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,1332.0,273932.72
ALABAMA,PHARMACIES,MORPHINE,9300,1314.0,219148.35
ALABAMA,PHARMACIES,OXYCODONE,9143,1352.0,762943.93
ALABAMA,PHARMACIES,OXYMORPHONE,9652,551.0,8425.8
ALABAMA,PHARMACIES,TAPENTADOL,9780,1030.0,163382.5
ALABAMA,PRACTITIONERS,AMPHETAMINE,1100,1.0,2.25
ALABAMA,PRACTITIONERS,BUPRENORPHINE,9064,303.0,49.09
ALABAMA,PRACTITIONERS,CODEINE,9050,90.0,1535.19
ALABAMA,PRACTITIONERS,FENTANYL BASE,9801,252.0,29.95
ALABAMA,PRACTITIONERS,HYDROCODONE,9193,136.0,896.27
ALABAMA,PRACTITIONERS,HYDROMORPHONE,9150,87.0,101.61
ALABAMA,PRACTITIONERS,LISDEXAMFETAMINE,1205,1.0,23.88
ALABAMA,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,107.0,1632.21
ALABAMA,PRACTITIONERS,METHADONE,9250B,1.0,0.36
ALABAMA,PRACTITIONERS,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,1.0,20.49
ALABAMA,PRACTITIONERS,MORPHINE,9300,110.0,398.31
ALABAMA,PRACTITIONERS,OXYCODONE,9143,34.0,458.63
ALABAMA,TEACHING INSTITUTIONS,BUPRENORPHINE,9064,1.0,0.02
ALABAMA,TEACHING INSTITUTIONS,FENTANYL BASE,9801,1.0,0.2
ALABAMA,TEACHING INSTITUTIONS,HYDROCODONE,9193,1.0,0.29
ALABAMA,TEACHING INSTITUTIONS,HYDROMORPHONE,9150,1.0,0.71
ALASKA,HOSPITALS,AMPHETAMINE,1100,26.0,6493.98
ALASKA,HOSPITALS,BUPRENORPHINE,9064,32.0,936.83
ALASKA,HOSPITALS,CODEINE,9050,40.0,6256.74
ALASKA,HOSPITALS,FENTANYL BASE,9801,51.0,126.46
ALASKA,HOSPITALS,HYDROCODONE,9193,47.0,4108.74
ALASKA,HOSPITALS,HYDROMORPHONE,9150,40.0,545.68
ALASKA,HOSPITALS,LISDEXAMFETAMINE,1205,17.0,1075.27
ALASKA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,26.0,285.85
ALASKA,HOSPITALS,METHADONE,9250B,29.0,1062.73
ALASKA,HOSPITALS,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,31.0,7694.88
ALASKA,HOSPITALS,MORPHINE,9300,49.0,6627.46
ALASKA,HOSPITALS,OXYCODONE,9143,47.0,11948.96
ALASKA,HOSPITALS,OXYMORPHONE,9652,1.0,1.78
ALASKA,HOSPITALS,TAPENTADOL,9780,5.0,472.0
ALASKA,MID-LEVEL PRACTITIONERS,CODEINE,9050,3.0,13.26
ALASKA,MID-LEVEL PRACTITIONERS,FENTANYL BASE,9801,5.0,0.02
ALASKA,MID-LEVEL PRACTITIONERS,HYDROCODONE,9193,6.0,12.3
ALASKA,MID-LEVEL PRACTITIONERS,MORPHINE,9300,4.0,1.02
ALASKA,MID-LEVEL PRACTITIONERS,OXYCODONE,9143,1.0,1.34
ALASKA,NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,9064,2.0,40.86
ALASKA,NARCOTIC TREATMENT PROGRAMS,METHADONE,9250B,4.0,19032.83
ALASKA,PHARMACIES,AMPHETAMINE,1100,108.0,27406.71
ALASKA,PHARMACIES,BUPRENORPHINE,9064,105.0,9581.95
ALASKA,PHARMACIES,CODEINE,9050,110.0,17228.42
ALASKA,PHARMACIES,FENTANYL BASE,9801,105.0,601.99
ALASKA,PHARMACIES,HYDROCODONE,9193,111.0,32667.02
ALASKA,PHARMACIES,HYDROMORPHONE,9150,97.0,2526.35
ALASKA,PHARMACIES,LISDEXAMFETAMINE,1205,100.0,9553.1
ALASKA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,49.0,1453.99
ALASKA,PHARMACIES,METHADONE,9250B,94.0,12887.68
ALASKA,PHARMACIES,METHAMPHETAMINE,1105,4.0,7.63
ALASKA,PHARMACIES,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,108.0,24299.27
ALASKA,PHARMACIES,MORPHINE,9300,110.0,34063.89
ALASKA,PHARMACIES,OXYCODONE,9143,113.0,108084.87
ALASKA,PHARMACIES,OXYMORPHONE,9652,22.0,541.15
ALASKA,PHARMACIES,TAPENTADOL,9780,55.0,7538.5
ALASKA,PRACTITIONERS,BUPRENORPHINE,9064,51.0,4.73
ALASKA,PRACTITIONERS,CODEINE,9050,9.0,71.32
ALASKA,PRACTITIONERS,FENTANYL BASE,9801,72.0,8.68
ALASKA,PRACTITIONERS,HYDROCODONE,9193,40.0,132.7
ALASKA,PRACTITIONERS,HYDROMORPHONE,9150,44.0,31.31
ALASKA,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,15.0,56.21
ALASKA,PRACTITIONERS,METHADONE,9250B,1.0,0.36
ALASKA,PRACTITIONERS,MORPHINE,9300,44.0,47.4
ALASKA,PRACTITIONERS,OXYCODONE,9143,7.0,56.79
AMERICAN SAMOA,HOSPITALS,AMPHETAMINE,1100,1.0,2.5
AMERICAN SAMOA,HOSPITALS,CODEINE,9050,1.0,1060.85
AMERICAN SAMOA,HOSPITALS,FENTANYL BASE,9801,1.0,0.37
AMERICAN SAMOA,HOSPITALS,HYDROCODONE,9193,1.0,3.63
AMERICAN SAMOA,HOSPITALS,HYDROMORPHONE,9150,1.0,1.2
AMERICAN SAMOA,HOSPITALS,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,1.0,44.1
AMERICAN SAMOA,HOSPITALS,MORPHINE,9300,1.0,48.58
AMERICAN SAMOA,HOSPITALS,OXYCODONE,9143,1.0,36.76
AMERICAN SAMOA,PRACTITIONERS,BUPRENORPHINE,9064,1.0,0.04
ARIZONA,HOSPITALS,AMPHETAMINE,1100,95.0,8297.02
ARIZONA,HOSPITALS,BUPRENORPHINE,9064,76.0,3143.45
ARIZONA,HOSPITALS,CODEINE,9050,126.0,15054.29
ARIZONA,HOSPITALS,FENTANYL BASE,9801,130.0,491.53
ARIZONA,HOSPITALS,HYDROCODONE,9193,150.0,16314.99
ARIZONA,HOSPITALS,HYDROMORPHONE,9150,123.0,2410.56
ARIZONA,HOSPITALS,LISDEXAMFETAMINE,1205,43.0,1712.91
ARIZONA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,87.0,4336.8
ARIZONA,HOSPITALS,METHADONE,9250B,110.0,3862.76
ARIZONA,HOSPITALS,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,111.0,14592.93
ARIZONA,HOSPITALS,MORPHINE,9300,153.0,40407.75
ARIZONA,HOSPITALS,OXYCODONE,9143,157.0,56284.54
ARIZONA,HOSPITALS,OXYMORPHONE,9652,8.0,21.41
ARIZONA,HOSPITALS,TAPENTADOL,9780,10.0,597.5
ARIZONA,MID-LEVEL PRACTITIONERS,BUPRENORPHINE,9064,3.0,8.16
ARIZONA,MID-LEVEL PRACTITIONERS,CODEINE,9050,25.0,196.74
ARIZONA,MID-LEVEL PRACTITIONERS,FENTANYL BASE,9801,2.0,0.01
ARIZONA,MID-LEVEL PRACTITIONERS,HYDROCODONE,9193,1.0,0.88
ARIZONA,MID-LEVEL PRACTITIONERS,HYDROMORPHONE,9150,1.0,0.02
