STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,ALFENTANIL,9737,5.0,0.49
ALABAMA,HOSPITALS,AMOBARBITAL (SCHEDULE 2),2125,2.0,18.23
ALABAMA,HOSPITALS,AMPHETAMINE,1100,62.0,6561.46
ALABAMA,HOSPITALS,BARBITURIC ACID DERIVIATIVE OR SALT [PER 21C,2100,1.0,5.0
ALABAMA,HOSPITALS,BUPRENORPHINE,9064,79.0,265.54
ALABAMA,HOSPITALS,BUTALBITAL,2165,10.0,105.0
ALABAMA,HOSPITALS,COCAINE,9041,1.0,0.0
ALABAMA,HOSPITALS,COCAINE,9041L,47.0,208.49
ALABAMA,HOSPITALS,CODEINE,9050,128.0,6811.33
ALABAMA,HOSPITALS,DIHYDROCODEINE,9120,2.0,8.78
ALABAMA,HOSPITALS,FENTANYL BASE,9801,127.0,498.9
ALABAMA,HOSPITALS,HYDROCODONE,9193,142.0,24391.19
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,121.0,3248.87
ALABAMA,HOSPITALS,LISDEXAMFETAMINE,1205,23.0,2455.77
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,119.0,23833.63
ALABAMA,HOSPITALS,METHADONE,9250B,102.0,9969.43
ALABAMA,HOSPITALS,METHYLPHENIDATE (DL;D;L;ISOMERS),1724,86.0,7448.04
ALABAMA,HOSPITALS,MORPHINE,9300,134.0,47679.05
ALABAMA,HOSPITALS,OPIUM COMBINATION PRODUCT (C-III),9809,7.0,2.08
ALABAMA,HOSPITALS,OPIUM POWDERED,9639,53.0,238.68
ALABAMA,HOSPITALS,OXYCODONE,9143,132.0,28569.93
ALABAMA,HOSPITALS,OXYMORPHONE,9652,14.0,53.79
ALABAMA,HOSPITALS,PENTOBARBITAL (SCHEDULE 2),2270,4.0,1549.38
ALABAMA,HOSPITALS,REMIFENTANIL,9739,14.0,9.25
