BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
HOSPITALS,AMPHETAMINE,4027.0,525560.79
HOSPITALS,BUPRENORPHINE,5696.0,174622.69
HOSPITALS,CODEINE,6477.0,268718.66
HOSPITALS,FENTANYL BASE,10058.0,31533.17
HOSPITALS,HYDROCODONE,9034.0,784254.9199999998
HOSPITALS,HYDROMORPHONE,8666.0,199667.96
HOSPITALS,LISDEXAMFETAMINE,1974.0,121509.13000000002
HOSPITALS,MEPERIDINE (PETHIDINE),5180.0,80280.49
HOSPITALS,METHADONE,5691.0,195052.18
HOSPITALS,METHAMPHETAMINE,16.0,74.31000000000002
HOSPITALS,METHYLPHENIDATE (DL;D;L;ISOMERS),5233.0,483848.7300000001
HOSPITALS,MORPHINE,9554.0,858806.6699999999
HOSPITALS,OXYCODONE,8846.0,1506993.0800000003
HOSPITALS,OXYMORPHONE,417.0,2875.94
HOSPITALS,TAPENTADOL,1131.0,61539.65
MID-LEVEL PRACTITIONERS,AMPHETAMINE,2.0,9.39
MID-LEVEL PRACTITIONERS,BUPRENORPHINE,133.0,2369.84
MID-LEVEL PRACTITIONERS,CODEINE,119.0,1898.69
MID-LEVEL PRACTITIONERS,FENTANYL BASE,1088.0,29.09
MID-LEVEL PRACTITIONERS,HYDROCODONE,13.0,14.66
MID-LEVEL PRACTITIONERS,HYDROMORPHONE,86.0,55.96
MID-LEVEL PRACTITIONERS,LISDEXAMFETAMINE,1.0,1.73
MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),12.0,51.739999999999995
MID-LEVEL PRACTITIONERS,METHADONE,1.0,0.89
MID-LEVEL PRACTITIONERS,MORPHINE,684.0,322.37
MID-LEVEL PRACTITIONERS,OXYCODONE,5.0,4.26
NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,1034.0,110452.34999999998
NARCOTIC TREATMENT PROGRAMS,METHADONE,1726.0,13116235.309999999
PHARMACIES,AMPHETAMINE,61209.0,23374103.91
PHARMACIES,BUPRENORPHINE,57930.0,4658456.890000001
PHARMACIES,CODEINE,62026.0,10697255.709999999
PHARMACIES,FENTANYL BASE,53146.0,139581.05
PHARMACIES,HYDROCODONE,62314.0,17689153.049999997
PHARMACIES,HYDROMORPHONE,51941.0,774149.9299999999
PHARMACIES,LISDEXAMFETAMINE,56582.0,9417369.22
PHARMACIES,MEPERIDINE (PETHIDINE),4327.0,49065.59
PHARMACIES,METHADONE,44735.0,1503154.89
PHARMACIES,METHAMPHETAMINE,1571.0,5495.560000000001
PHARMACIES,METHYLPHENIDATE (DL;D;L;ISOMERS),60272.0,16330120.97
PHARMACIES,MORPHINE,57804.0,9873090.19
PHARMACIES,OXYCODONE,62555.0,31642429.099999998
PHARMACIES,OXYMORPHONE,14987.0,264469.08
PHARMACIES,TAPENTADOL,29880.0,3129815.5
PRACTITIONERS,AMPHETAMINE,25.0,1262.7
PRACTITIONERS,BUPRENORPHINE,28008.0,16657.54
PRACTITIONERS,CODEINE,2023.0,81121.24999999999
PRACTITIONERS,FENTANYL BASE,17601.0,1730.8999999999999
PRACTITIONERS,HYDROCODONE,10051.0,37610.95
PRACTITIONERS,HYDROMORPHONE,12467.0,78634.32
PRACTITIONERS,LISDEXAMFETAMINE,4.0,429.53000000000003
PRACTITIONERS,MEPERIDINE (PETHIDINE),2886.0,21975.04
PRACTITIONERS,METHADONE,778.0,1956.1499999999996
PRACTITIONERS,METHYLPHENIDATE (DL;D;L;ISOMERS),10.0,659.97
PRACTITIONERS,MORPHINE,5992.0,8040.55
PRACTITIONERS,OXYCODONE,1528.0,9571.07
PRACTITIONERS,OXYMORPHONE,5.0,49.919999999999995
PRACTITIONERS,TAPENTADOL,8.0,208.0
TEACHING INSTITUTIONS,AMPHETAMINE,1.0,3.67
TEACHING INSTITUTIONS,BUPRENORPHINE,47.0,4.76
TEACHING INSTITUTIONS,CODEINE,6.0,969.0699999999999
TEACHING INSTITUTIONS,FENTANYL BASE,21.0,13.209999999999999
TEACHING INSTITUTIONS,HYDROCODONE,8.0,138.22
TEACHING INSTITUTIONS,HYDROMORPHONE,21.0,246.17
TEACHING INSTITUTIONS,MEPERIDINE (PETHIDINE),1.0,4.36
TEACHING INSTITUTIONS,METHADONE,6.0,110.55
TEACHING INSTITUTIONS,MORPHINE,12.0,190.37
TEACHING INSTITUTIONS,OXYCODONE,2.0,7.17
