BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
HOSPITALS,ALFENTANIL,824.0,301.4
HOSPITALS,AMOBARBITAL (SCHEDULE 2),181.0,866.7400000000002
HOSPITALS,AMPHETAMINE,3811.0,443382.2299999999
HOSPITALS,BUPRENORPHINE,4044.0,70999.73
HOSPITALS,BUTALBITAL,700.0,12204.8
HOSPITALS,COCAINE,4111.0,28080.76
HOSPITALS,CODEINE,7701.0,932083.9600000001
HOSPITALS,D-METHAMPHETAMINE,15.0,64.03
HOSPITALS,DIHYDROCODEINE,9.0,22.43
HOSPITALS,DL-METHAMPHETAMINE RACEMIC BASE,45.0,191.69000000000003
HOSPITALS,FENTANYL BASE,9682.0,43924.59999999999
HOSPITALS,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,1.0,668.74
HOSPITALS,HYDROCODONE,9266.0,1777385.63
HOSPITALS,HYDROMORPHONE,8242.0,276205.21
HOSPITALS,LEVORPHANOL,49.0,134.77
HOSPITALS,LISDEXAMFETAMINE,1617.0,104078.02
HOSPITALS,MEPERIDINE (PETHIDINE),7429.0,347665.81000000006
HOSPITALS,METHADONE,5720.0,413163.48000000004
HOSPITALS,METHYLPHENIDATE (DL;D;L;ISOMERS),5310.0,674563.99
HOSPITALS,MORPHINE,9361.0,2513829.44
HOSPITALS,NABILONE,4.0,0.25
HOSPITALS,NOROXYMORPHONE,3.0,29.25
HOSPITALS,OPIUM POWDERED,3458.0,19688.399999999998
HOSPITALS,OXYCODONE,8497.0,2920699.5900000003
HOSPITALS,OXYMORPHONE,1000.0,15675.74
HOSPITALS,PENTOBARBITAL (SCHEDULE 2),690.0,232217.87
HOSPITALS,REMIFENTANIL,2104.0,1256.4300000000003
HOSPITALS,SECOBARBITAL (SCHEDULE 2),12.0,430.29999999999995
HOSPITALS,SUFENTANIL BASE,1627.0,46.730000000000004
HOSPITALS,TAPENTADOL,1468.0,87241.2
MID-LEVEL PRACTITIONERS,AMPHETAMINE,2.0,27.15
MID-LEVEL PRACTITIONERS,BUPRENORPHINE,23.0,11.889999999999999
MID-LEVEL PRACTITIONERS,BUTALBITAL,7.0,255.0
MID-LEVEL PRACTITIONERS,CODEINE,95.0,1365.36
MID-LEVEL PRACTITIONERS,DIHYDROCODEINE,30.0,6.6000000000000005
MID-LEVEL PRACTITIONERS,FENTANYL BASE,728.0,33.620000000000005
MID-LEVEL PRACTITIONERS,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,1.0,668.74
MID-LEVEL PRACTITIONERS,HYDROCODONE,1062.0,5025.320000000001
MID-LEVEL PRACTITIONERS,HYDROMORPHONE,108.0,91.26
MID-LEVEL PRACTITIONERS,LISDEXAMFETAMINE,3.0,95.45000000000002
MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),61.0,134.75
MID-LEVEL PRACTITIONERS,METHADONE,6.0,669.4599999999999
MID-LEVEL PRACTITIONERS,METHYLPHENIDATE (DL;D;L;ISOMERS),1.0,3.46
MID-LEVEL PRACTITIONERS,MORPHINE,744.0,1678.39
MID-LEVEL PRACTITIONERS,OXYCODONE,10.0,3286.14
MID-LEVEL PRACTITIONERS,OXYMORPHONE,5.0,41.84
MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),795.0,1434197.42
MID-LEVEL PRACTITIONERS,REMIFENTANIL,3.0,0.06
MID-LEVEL PRACTITIONERS,TAPENTADOL,2.0,110.0
NARCOTIC TREATMENT PROGRAMS,AMPHETAMINE,1.0,13.3
NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,434.0,37574.74
NARCOTIC TREATMENT PROGRAMS,CODEINE,1.0,3.98
NARCOTIC TREATMENT PROGRAMS,MEPERIDINE (PETHIDINE),1.0,1.09
NARCOTIC TREATMENT PROGRAMS,METHADONE,1321.0,10148522.94
PHARMACIES,ALFENTANIL,41.0,15.55
PHARMACIES,AMOBARBITAL (SCHEDULE 2),1.0,0.91
PHARMACIES,AMPHETAMINE,62670.0,16603512.29
PHARMACIES,BUPRENORPHINE,57242.0,2422235.04
PHARMACIES,BUTALBITAL,40570.0,1976694.75
PHARMACIES,COCAINE,330.0,2436.6400000000003
PHARMACIES,CODEINE,65459.0,13446668.61
PHARMACIES,D-METHAMPHETAMINE,244.0,477.22999999999996
PHARMACIES,DIHYDROCODEINE,1017.0,2754.6200000000003
PHARMACIES,DIPHENOXYLATE,1.0,4.53
PHARMACIES,DL-METHAMPHETAMINE RACEMIC BASE,2359.0,9790.69
PHARMACIES,FENTANYL BASE,61276.0,405193.37
PHARMACIES,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,1.0,25086813.7
PHARMACIES,HYDROCODONE,66741.0,35885093.00000001
PHARMACIES,HYDROMORPHONE,57656.0,1521232.36
PHARMACIES,LEVORPHANOL,1049.0,1645.0900000000001
PHARMACIES,LISDEXAMFETAMINE,58274.0,8457378.219999999
PHARMACIES,MEPERIDINE (PETHIDINE),27147.0,812050.7699999998
PHARMACIES,METHADONE,52534.0,4473779.07
PHARMACIES,METHYLPHENIDATE (DL;D;L;ISOMERS),62771.0,18626521.740000002
PHARMACIES,MORPHINE,61178.0,19603645.53
PHARMACIES,NABILONE,138.0,41.2
PHARMACIES,NOROXYMORPHONE,1.0,0.59
PHARMACIES,OPIUM POWDERED,4258.0,12722.76
PHARMACIES,OXYCODONE,64298.0,54322092.800000004
PHARMACIES,OXYMORPHONE,38600.0,1674189.2800000003
PHARMACIES,PENTOBARBITAL (SCHEDULE 2),13.0,849.4300000000001
PHARMACIES,REMIFENTANIL,73.0,12.009999999999998
PHARMACIES,SECOBARBITAL (SCHEDULE 2),375.0,10610.73
PHARMACIES,SUFENTANIL BASE,90.0,87.03999999999999
PHARMACIES,TAPENTADOL,41103.0,5802055.5
PRACTITIONERS,ALFENTANIL,206.0,61.50000000000001
PRACTITIONERS,AMPHETAMINE,79.0,3236.8399999999997
PRACTITIONERS,BUPRENORPHINE,22580.0,6294.629999999999
PRACTITIONERS,BUTALBITAL,46.0,957.5
PRACTITIONERS,CARFENTANIL,1.0,0.03
PRACTITIONERS,COCAINE,788.0,3225.1000000000004
PRACTITIONERS,CODEINE,2747.0,85307.65
PRACTITIONERS,D-METHAMPHETAMINE,2.0,0.16
PRACTITIONERS,DIHYDROCODEINE,188.0,78.89
PRACTITIONERS,FENTANYL BASE,16549.0,2944.4999999999995
PRACTITIONERS,GAMMA HYDROXYBUTYRIC ACID(FDA APPROVED,14.0,10625.480000000001
PRACTITIONERS,HYDROCODONE,22807.0,200624.91999999998
PRACTITIONERS,HYDROMORPHONE,10094.0,7443.18
PRACTITIONERS,LEVORPHANOL,1.0,0.58
PRACTITIONERS,LISDEXAMFETAMINE,159.0,6510.44
PRACTITIONERS,MEPERIDINE (PETHIDINE),5529.0,51896.81
PRACTITIONERS,METHADONE,320.0,2473.0299999999997
PRACTITIONERS,METHYLPHENIDATE (DL;D;L;ISOMERS),101.0,6252.0599999999995
PRACTITIONERS,MORPHINE,10502.0,31470.74
PRACTITIONERS,NOROXYMORPHONE,166.0,598.0800000000002
PRACTITIONERS,OPIUM POWDERED,108.0,298.44
PRACTITIONERS,OXYCODONE,1759.0,36368.26
PRACTITIONERS,OXYMORPHONE,325.0,1802.37
PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),6490.0,5671855.010000001
PRACTITIONERS,REMIFENTANIL,414.0,36.87
PRACTITIONERS,SUFENTANIL BASE,71.0,12.909999999999998
PRACTITIONERS,TAPENTADOL,34.0,1764.61
TEACHING INSTITUTIONS,ALFENTANIL,1.0,0.01
TEACHING INSTITUTIONS,AMPHETAMINE,5.0,9.530000000000001
TEACHING INSTITUTIONS,BUPRENORPHINE,70.0,10.62
TEACHING INSTITUTIONS,COCAINE,5.0,16.36
TEACHING INSTITUTIONS,CODEINE,6.0,323.18000000000006
TEACHING INSTITUTIONS,D-METHAMPHETAMINE,2.0,4.1
TEACHING INSTITUTIONS,FENTANYL BASE,28.0,17.86
TEACHING INSTITUTIONS,HYDROCODONE,10.0,91.7
TEACHING INSTITUTIONS,HYDROMORPHONE,23.0,46.35999999999999
TEACHING INSTITUTIONS,MEPERIDINE (PETHIDINE),4.0,9.81
TEACHING INSTITUTIONS,METHADONE,7.0,150.87999999999997
TEACHING INSTITUTIONS,METHYLPHENIDATE (DL;D;L;ISOMERS),5.0,3.8600000000000003
TEACHING INSTITUTIONS,MORPHINE,23.0,165.7
TEACHING INSTITUTIONS,OXYMORPHONE,4.0,2.32
TEACHING INSTITUTIONS,PENTOBARBITAL (SCHEDULE 2),24.0,48725.27
TEACHING INSTITUTIONS,REMIFENTANIL,5.0,0.23
TEACHING INSTITUTIONS,SUFENTANIL BASE,1.0,0.03
