STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,ALFENTANIL,9737,6.0,1.03
ALABAMA,HOSPITALS,AMOBARBITAL (SCHEDULE 2),2125,2.0,25.97
ALABAMA,HOSPITALS,AMPHETAMINE,1100,72.0,5715.67
ALABAMA,HOSPITALS,BUPRENORPHINE,9064,82.0,209.0
ALABAMA,HOSPITALS,BUTALBITAL,2165,10.0,75.0
ALABAMA,HOSPITALS,COCAINE,9041L,52.0,222.81
ALABAMA,HOSPITALS,CODEINE,9050,139.0,8309.78
ALABAMA,HOSPITALS,DIHYDROCODEINE,9120,5.0,8.94
ALABAMA,HOSPITALS,FENTANYL BASE,9801,135.0,576.0
ALABAMA,HOSPITALS,HYDROCODONE,9193,152.0,26128.39
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,125.0,3198.04
ALABAMA,HOSPITALS,LISDEXAMFETAMINE,1205,21.0,2410.1
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,126.0,28434.85
ALABAMA,HOSPITALS,METHADONE,9250B,111.0,10423.37
ALABAMA,HOSPITALS,METHYLPHENIDATE,1724,87.0,7373.84
ALABAMA,HOSPITALS,MORPHINE,9300,137.0,51067.24
ALABAMA,HOSPITALS,OPIUM POWDERED,9639,48.0,262.44
ALABAMA,HOSPITALS,OXYCODONE,9143,138.0,27399.75
ALABAMA,HOSPITALS,OXYMORPHONE,9652,9.0,16.56
ALABAMA,HOSPITALS,PENTOBARBITAL (SCHEDULE 2),2270,6.0,946.96
ALABAMA,HOSPITALS,REMIFENTANIL,9739,15.0,8.62
ALABAMA,HOSPITALS,SUFENTANIL BASE,9740,38.0,2.48
ALABAMA,HOSPITALS,TAPENTADOL,9780,29.0,1587.5
ALABAMA,MID-LEVEL PRACTITIONERS,HYDROCODONE,9193,3.0,1.08
ALABAMA,MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),2270,28.0,71546.08
ALABAMA,NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,9064,3.0,112.55
ALABAMA,NARCOTIC TREATMENT PROGRAMS,METHADONE,9250B,21.0,186021.16
ALABAMA,PHARMACIES,ALFENTANIL,9737,1.0,0.09
ALABAMA,PHARMACIES,AMPHETAMINE,1100,1308.0,374199.35
ALABAMA,PHARMACIES,BUPRENORPHINE,9064,1202.0,53819.1
ALABAMA,PHARMACIES,BUTALBITAL,2165,894.0,41370.0
ALABAMA,PHARMACIES,COCAINE,9041L,1.0,0.43
ALABAMA,PHARMACIES,CODEINE,9050,1311.0,195189.72
ALABAMA,PHARMACIES,D-METHAMPHETAMINE,1105D,6.0,29.32
ALABAMA,PHARMACIES,DIHYDROCODEINE,9120,697.0,3912.48
ALABAMA,PHARMACIES,DL-METHAMPHETAMINE RACEMIC BASE,1105B,36.0,188.47
ALABAMA,PHARMACIES,FENTANYL BASE,9801,1281.0,7938.91
ALABAMA,PHARMACIES,HYDROCODONE,9193,1340.0,1384160.93
ALABAMA,PHARMACIES,HYDROMORPHONE,9150,1157.0,14365.29
ALABAMA,PHARMACIES,LEVORPHANOL,9220L,38.0,12.07
ALABAMA,PHARMACIES,LISDEXAMFETAMINE,1205,1277.0,222824.02
ALABAMA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,1165.0,52856.15
ALABAMA,PHARMACIES,METHADONE,9250B,1199.0,190429.66
ALABAMA,PHARMACIES,METHYLPHENIDATE,1724,1304.0,292500.1
ALABAMA,PHARMACIES,MORPHINE,9300,1282.0,365414.36
