STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,ALFENTANIL,9737,6.0,0.78
ALABAMA,HOSPITALS,AMOBARBITAL (SCHEDULE 2),2125,2.0,25.52
ALABAMA,HOSPITALS,AMPHETAMINE,1100,66.0,4081.6
ALABAMA,HOSPITALS,BUPRENORPHINE,9064,75.0,168.04
ALABAMA,HOSPITALS,BUTALBITAL,2165,15.0,80.0
ALABAMA,HOSPITALS,COCAINE,9041L,54.0,348.51
ALABAMA,HOSPITALS,CODEINE,9050,139.0,8965.61
ALABAMA,HOSPITALS,DIHYDROCODEINE,9120,10.0,30.94
ALABAMA,HOSPITALS,FENTANYL BASE,9801,136.0,541.94
ALABAMA,HOSPITALS,HYDROCODONE,9193,154.0,22373.26
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,120.0,2721.49
ALABAMA,HOSPITALS,LISDEXAMFETAMINE,1205,22.0,1140.01
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,130.0,38614.42
ALABAMA,HOSPITALS,METHADONE,9250B,114.0,10847.01
ALABAMA,HOSPITALS,METHYLPHENIDATE,1724,87.0,6747.49
ALABAMA,HOSPITALS,MORPHINE,9300,142.0,48268.39
ALABAMA,HOSPITALS,OPIUM POWDERED,9639,49.0,252.36
ALABAMA,HOSPITALS,OXYCODONE,9143,136.0,22442.94
ALABAMA,HOSPITALS,OXYMORPHONE,9652,8.0,10.76
ALABAMA,HOSPITALS,PENTOBARBITAL (SCHEDULE 2),2270,10.0,645.58
ALABAMA,HOSPITALS,REMIFENTANIL,9739,14.0,10.05
ALABAMA,HOSPITALS,SUFENTANIL BASE,9740,48.0,1.94
ALABAMA,HOSPITALS,TAPENTADOL,9780,19.0,365.0
ALABAMA,MID-LEVEL PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),2270,22.0,63104.59
ALABAMA,NARCOTIC TREATMENT PROGRAMS,BUPRENORPHINE,9064,1.0,101.76
ALABAMA,NARCOTIC TREATMENT PROGRAMS,METHADONE,9250B,14.0,120697.3
ALABAMA,PHARMACIES,AMPHETAMINE,1100,1259.0,295394.9
ALABAMA,PHARMACIES,BUPRENORPHINE,9064,1059.0,34716.67
ALABAMA,PHARMACIES,BUTALBITAL,2165,892.0,36920.6
ALABAMA,PHARMACIES,COCAINE,9041L,3.0,16.07
ALABAMA,PHARMACIES,CODEINE,9050,1251.0,180450.87
ALABAMA,PHARMACIES,D-METHAMPHETAMINE,1105D,35.0,161.89
ALABAMA,PHARMACIES,DIHYDROCODEINE,9120,653.0,4562.72
ALABAMA,PHARMACIES,DL-METHAMPHETAMINE RACEMIC BASE,1105B,31.0,85.59
ALABAMA,PHARMACIES,FENTANYL BASE,9801,1244.0,8141.92
ALABAMA,PHARMACIES,HYDROCODONE,9193,1302.0,1201840.61
ALABAMA,PHARMACIES,HYDROMORPHONE,9150,1054.0,10893.06
ALABAMA,PHARMACIES,LEVORPHANOL,9220L,8.0,1.04
ALABAMA,PHARMACIES,LISDEXAMFETAMINE,1205,1219.0,153102.27
ALABAMA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,1144.0,64305.59
ALABAMA,PHARMACIES,METHADONE,9250B,1190.0,199789.57
ALABAMA,PHARMACIES,METHYLPHENIDATE,1724,1264.0,268138.96
ALABAMA,PHARMACIES,MORPHINE,9300,1252.0,335003.56
ALABAMA,PHARMACIES,NABILONE,7379,19.0,1.96
ALABAMA,PHARMACIES,OPIUM POWDERED,9639,88.0,142.56
ALABAMA,PHARMACIES,OXYCODONE,9143,1275.0,747424.21
ALABAMA,PHARMACIES,OXYMORPHONE,9652,811.0,22713.76
ALABAMA,PHARMACIES,PENTOBARBITAL (SCHEDULE 2),2270,5.0,105.72
ALABAMA,PHARMACIES,REMIFENTANIL,9739,1.0,0.05
ALABAMA,PHARMACIES,SECOBARBITAL (SCHEDULE 2),2315,9.0,128.17
ALABAMA,PHARMACIES,SUFENTANIL BASE,9740,1.0,0.03
ALABAMA,PHARMACIES,TAPENTADOL,9780,1038.0,100257.5
ALABAMA,PRACTITIONERS,AMPHETAMINE,1100,1.0,3.8
ALABAMA,PRACTITIONERS,BUPRENORPHINE,9064,191.0,402.54
ALABAMA,PRACTITIONERS,BUTALBITAL,2165,4.0,80.0
ALABAMA,PRACTITIONERS,COCAINE,9041L,15.0,77.0
ALABAMA,PRACTITIONERS,CODEINE,9050,42.0,1844.74
ALABAMA,PRACTITIONERS,DIHYDROCODEINE,9120,326.0,136.96
ALABAMA,PRACTITIONERS,FENTANYL BASE,9801,161.0,42.38
ALABAMA,PRACTITIONERS,HYDROCODONE,9193,771.0,6774.6
ALABAMA,PRACTITIONERS,HYDROMORPHONE,9150,68.0,524.99
ALABAMA,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,155.0,4781.81
ALABAMA,PRACTITIONERS,METHADONE,9250B,2.0,152.57
ALABAMA,PRACTITIONERS,METHYLPHENIDATE,1724,2.0,2.16
ALABAMA,PRACTITIONERS,MORPHINE,9300,147.0,1850.11
ALABAMA,PRACTITIONERS,OPIUM POWDERED,9639,2.0,1.44
ALABAMA,PRACTITIONERS,OXYCODONE,9143,35.0,1616.95
ALABAMA,PRACTITIONERS,OXYMORPHONE,9652,5.0,88.96
ALABAMA,PRACTITIONERS,PENTOBARBITAL (SCHEDULE 2),2270,67.0,55582.58
ALABAMA,PRACTITIONERS,REMIFENTANIL,9739,2.0,1.78
ALABAMA,PRACTITIONERS,SUFENTANIL BASE,9740,7.0,6.17
ALABAMA,PRACTITIONERS,TAPENTADOL,9780,2.0,477.99
ALABAMA,TEACHING INSTITUTIONS,BUPRENORPHINE,9064,1.0,0.0
ALABAMA,TEACHING INSTITUTIONS,HYDROCODONE,9193,1.0,0.29
ALABAMA,TEACHING INSTITUTIONS,MORPHINE,9300,1.0,4.51
ALASKA,HOSPITALS,ALFENTANIL,9737,1.0,2.05
ALASKA,HOSPITALS,AMPHETAMINE,1100,20.0,3052.49
ALASKA,HOSPITALS,BUPRENORPHINE,9064,14.0,125.73
ALASKA,HOSPITALS,BUTALBITAL,2165,1.0,5.0
ALASKA,HOSPITALS,COCAINE,9041L,16.0,125.99
ALASKA,HOSPITALS,CODEINE,9050,36.0,13405.22
