BUS_TYPE,DRUG_NAME,BUYERS,TOTAL_GRAMS
HOSPITALS,BUPRENORPHINE,2064.0,7806.87
HOSPITALS,COCAINE,4389.0,50277.46000000001
HOSPITALS,CODEINE,7860.0,1633953.8099999996
HOSPITALS,D-AMPHETAMINE BASE,3094.0,98406.58000000002
HOSPITALS,DL-AMPHETAMINE BASE,2702.0,66127.83
HOSPITALS,FENTANYL BASE,8888.0,44786.490000000005
HOSPITALS,HYDROCODONE,8360.0,1049545.3
HOSPITALS,HYDROMORPHONE,6180.0,174132.25
HOSPITALS,MEPERIDINE (PETHIDINE),8040.0,1701330.4600000002
HOSPITALS,METHADONE,5552.0,509137.58
HOSPITALS,METHYLPHENIDATE,5448.0,504519.92
HOSPITALS,MORPHINE,8690.0,2666665.96
HOSPITALS,OXYCODONE,7804.0,2119095.4200000004
PHARMACIES,BUPRENORPHINE,21221.0,145289.87000000002
PHARMACIES,COCAINE,575.0,3457.4700000000003
PHARMACIES,CODEINE,60324.0,17148010.970000003
PHARMACIES,D-AMPHETAMINE BASE,56354.0,3723294.18
PHARMACIES,DL-AMPHETAMINE BASE,55974.0,2896693.03
PHARMACIES,FENTANYL BASE,56358.0,341431.6699999999
PHARMACIES,HYDROCODONE,61272.0,24436734.96
PHARMACIES,HYDROMORPHONE,44546.0,603667.96
PHARMACIES,MEPERIDINE (PETHIDINE),40939.0,2464360.17
PHARMACIES,METHADONE,47968.0,4810467.0200000005
PHARMACIES,METHYLPHENIDATE,57320.0,13790247.75
PHARMACIES,MORPHINE,55475.0,12361577.620000001
PHARMACIES,OXYCODONE,58164.0,28416477.879999995
PRACTITIONERS,BUPRENORPHINE,10512.0,3388.6200000000003
PRACTITIONERS,COCAINE,805.0,4100.73
PRACTITIONERS,CODEINE,8975.0,176659.45000000004
PRACTITIONERS,D-AMPHETAMINE BASE,196.0,2972.1200000000003
PRACTITIONERS,DL-AMPHETAMINE BASE,129.0,2418.5400000000004
PRACTITIONERS,FENTANYL BASE,11240.0,1696.23
PRACTITIONERS,HYDROCODONE,48242.0,314604.68000000005
PRACTITIONERS,HYDROMORPHONE,2660.0,3468.4100000000003
PRACTITIONERS,MEPERIDINE (PETHIDINE),6428.0,106633.00999999998
PRACTITIONERS,METHADONE,74.0,43198.960000000014
PRACTITIONERS,METHYLPHENIDATE,142.0,7167.7699999999995
PRACTITIONERS,MORPHINE,8087.0,26173.89
PRACTITIONERS,OXYCODONE,1308.0,93072.28000000003
TEACHING INSTITUTIONS,BUPRENORPHINE,43.0,7.910000000000001
TEACHING INSTITUTIONS,COCAINE,4.0,15.81
TEACHING INSTITUTIONS,CODEINE,5.0,232.93
TEACHING INSTITUTIONS,D-AMPHETAMINE BASE,9.0,894.56
TEACHING INSTITUTIONS,DL-AMPHETAMINE BASE,2.0,808.25
TEACHING INSTITUTIONS,FENTANYL BASE,21.0,10.549999999999999
TEACHING INSTITUTIONS,HYDROCODONE,6.0,313.73
TEACHING INSTITUTIONS,HYDROMORPHONE,5.0,17.740000000000002
TEACHING INSTITUTIONS,MEPERIDINE (PETHIDINE),6.0,37.440000000000005
TEACHING INSTITUTIONS,METHADONE,2.0,11.51
TEACHING INSTITUTIONS,METHYLPHENIDATE,5.0,678.52
TEACHING INSTITUTIONS,MORPHINE,20.0,186.62
TEACHING INSTITUTIONS,OXYCODONE,2.0,290.28999999999996
