STATE,BUS_TYPE,DRUG_NAME,DRUG_CODE,BUYERS,TOTAL_GRAMS
ALABAMA,HOSPITALS,COCAINE,9041L,60.0,536.61
ALABAMA,HOSPITALS,CODEINE,9050,155.0,20617.3
ALABAMA,HOSPITALS,D-AMPHETAMINE BASE,1100D,57.0,1591.83
ALABAMA,HOSPITALS,D-METHAMPHETAMINE,1105D,1.0,4.8
ALABAMA,HOSPITALS,DL-AMPHETAMINE BASE,1100B,53.0,1235.92
ALABAMA,HOSPITALS,FENTANYL BASE,9801,148.0,602.58
ALABAMA,HOSPITALS,HYDROCODONE,9193,157.0,17739.82
ALABAMA,HOSPITALS,HYDROMORPHONE,9150,115.0,1004.84
ALABAMA,HOSPITALS,MEPERIDINE (PETHIDINE),9230,143.0,76075.71
ALABAMA,HOSPITALS,METHADONE,9250B,108.0,8945.84
ALABAMA,HOSPITALS,METHYLPHENIDATE,1724,92.0,6368.92
ALABAMA,HOSPITALS,MORPHINE,9300,150.0,35838.09
ALABAMA,HOSPITALS,OXYCODONE,9143,142.0,23511.8
ALABAMA,PHARMACIES,COCAINE,9041L,5.0,11.9
ALABAMA,PHARMACIES,CODEINE,9050,1203.0,228224.83
ALABAMA,PHARMACIES,D-AMPHETAMINE BASE,1100D,1182.0,79843.9
ALABAMA,PHARMACIES,D-METHAMPHETAMINE,1105D,63.0,221.07
ALABAMA,PHARMACIES,DL-AMPHETAMINE BASE,1100B,1181.0,63641.86
ALABAMA,PHARMACIES,FENTANYL BASE,9801,1173.0,5382.31
ALABAMA,PHARMACIES,HYDROCODONE,9193,1240.0,678233.17
ALABAMA,PHARMACIES,HYDROMORPHONE,9150,716.0,5010.38
ALABAMA,PHARMACIES,MEPERIDINE (PETHIDINE),9230,1189.0,119123.62
ALABAMA,PHARMACIES,METHADONE,9250B,1099.0,138651.03
ALABAMA,PHARMACIES,METHYLPHENIDATE,1724,1194.0,234319.53
ALABAMA,PHARMACIES,MORPHINE,9300,1162.0,170407.83
ALABAMA,PHARMACIES,OXYCODONE,9143,1206.0,379230.11
ALABAMA,PRACTITIONERS,COCAINE,9041L,10.0,79.84
ALABAMA,PRACTITIONERS,CODEINE,9050,47.0,2832.9
ALABAMA,PRACTITIONERS,FENTANYL BASE,9801,102.0,8.64
ALABAMA,PRACTITIONERS,HYDROCODONE,9193,2090.0,5929.36
ALABAMA,PRACTITIONERS,HYDROMORPHONE,9150,21.0,47.49
ALABAMA,PRACTITIONERS,MEPERIDINE (PETHIDINE),9230,116.0,4394.17
ALABAMA,PRACTITIONERS,METHADONE,9250B,1.0,864.8
ALABAMA,PRACTITIONERS,METHYLPHENIDATE,1724,1.0,13.77
ALABAMA,PRACTITIONERS,MORPHINE,9300,75.0,608.3
ALABAMA,PRACTITIONERS,OXYCODONE,9143,22.0,950.29
